name,code,street,city,phone,npwp,mobile,fax,email,no_rek,is_company,supplier
SAKURA MEDICAL,SUPP346,Jl. Pajajaran No. 15 Bandung,,,,,,,,TRUE,TRUE
"SAMARTH CHEMICALS INDONESIA, PT",SUPP347,Jl. Penjernihan I No. 19-B,,,,,,,,TRUE,TRUE
"SAMATOR INTI PEROKSIDA, PT",SUPP348,jl. Raya Utara Blok K Gresik,,031-3950911,01.568.647.0-641.000,,031-350910,,,TRUE,TRUE
"SAMUDERA SEMESTA SEJAHTERA, PT",SUPP349,Gedung Mulia 3rd Floor Jl. Roa Malaka,,,,,,,,TRUE,TRUE
"SAN CENTRAL INDAH, PT",SUPP350,Jl. Halteu Utara No. 1,,,,,,,,TRUE,TRUE
"SAN CENTRAL INDAH, PT.",SUPP350 HKI,Jl. Halteu Utara No. 1,,,,,,,,TRUE,TRUE
SANKYO,SUPP351,Jl. Jamika No. 140 A,,,,,,,,TRUE,TRUE
"SANLIT INTI PLASTIK, PT",SUPP352,JL.Industri III/8 Leuwigajah Cimahi,,022-6031840,01.279.809.6-421.000,,022-6036336,,,TRUE,TRUE
"SANPACK UNGGUL, PT",SUPP353,Jl. Pancasila IV Cicadas Raya Km 9,,,,,,,,TRUE,TRUE
"SANTO PLASTIK, CV",SUPP354,JL. CIROYOM 105 Bandung,,022-6031840,01.524.933.7-428.000,,022-6036336,,,TRUE,TRUE
"SANTOSO TEGUH SAKTI, PT",SUPP355,Jl. Soekarno-Hatta 21 Bandung,,022-6851867,,,,,,TRUE,TRUE
"SARAKA MANDIRI SEMESTA, PT",SUPP356,"Jl. Pancasila I Cicadas, Gunung Putri Bogor",,021-86862116,01.340.939.6-403.000,,021-86862299,,,TRUE,TRUE
SARANA BANGUNAN,SUPP357,Jl. Peta 231,,,,,,,,TRUE,TRUE
SARANA GLOBAL,SUPP358,Jl. Kopo,,,,,,,,TRUE,TRUE
"SARASWATI INDO GENETECH, PT",SUPP359,Graha SIG Jl. Rasamala No. 20 Tmn Yasmin Bogor,,0251-7532348,,,0251-7540927-28,,,TRUE,TRUE
"SARI ALAM SEJAHTERA, PT",SUPP360,,,,,,,,,TRUE,TRUE
"SARTONET FILTRASI INDONESIA, PT",SUPP361,Jl. Terusan Elang IX/4,,,01.698.649.9-027.000,,,sfi_bandung@cbn.net.id,,TRUE,TRUE
"SARTONET FILTRASI INDONESIA, PT",SUPP361 EUR,Jl. Terusan Elang IX/4,,,,,,,,TRUE,TRUE
SARTONET FILTRASI INDONESIA PT,SUPP361 USD,,,,,,,,,TRUE,TRUE
"SATELIT PLASTIK, CV",SUPP362,JL.H.Alpi no.106,,,,,,,,TRUE,TRUE
"SATYA SAMITRA NIAGATAMA, PT",SUPP363,Ruko Bidex Blok H12 BSD City,,,31.379.238.4-411.000,,,ferdy_andriawan@ssnchemicals.com,,TRUE,TRUE
"SATYA SAMITRA NIAGATAMA, PT",SUPP363 USD,Ruko Bidex Blok H12 BSD City,,,,,,,,TRUE,TRUE
SAWARGI,SUPP364,Jl. Karawitan No. 21,,,,,,,,TRUE,TRUE
"SCHOTT IGAR GLASS, PT",SUPP365,Jl. Meranti 3 Blok L8-06B Delta Silicon,,,01.071.294.1-052.000,,,,,TRUE,TRUE
"SEJAHTERA ARTHA GUNA, PT",SUPP366,Jl. KH. Hasyim Ashari No. 49 Jakarta,,,02.239.306.0-416.000,,,,,TRUE,TRUE
SELATAN JAYA,SUPP367,Jl. Pungkur,,,,,,,,TRUE,TRUE
SENJAYA EXPRESS,SUPP368,Taman Kopo Indah II B2 No. 27,,,,,,,,TRUE,TRUE
"SENTRA MULTIGAS UTAMA, PT",SUPP369,Jl.Rumah Sakit No. 129 Ujung Berung Bandung,,022-7807878,01.610.213.9-631.000,,022-7807978,,,TRUE,TRUE
"SERBA JAYA, PD",SUPP370,Jl. Kopo No. 382 Bandung,,022-5406381,,,022-5431472,,,TRUE,TRUE
"SETIA KAWAN ABADI, PT",SUPP371,Jl. Mangga Besar IV No. 18 C Jakarta,,021-6012039,02.321.038.8-038.000,,021-6012049,,,TRUE,TRUE
"SETIA USAHA, PD",SUPP372,Jl. Otista No. 298 Bandung,,022-4232775,,,022-4206072,,,TRUE,TRUE
"SETIA, PD",SUPP373,Jl. Cikapundung Baru No. D5-18,,,,,,,,TRUE,TRUE
"SIGNA HUSADA, PT",SUPP374,Jl. Daan Mogot Km. 17 Jakarta Barat,,021-5446344-45,01.324.123.7-038.000,,021-5446346,veronika.lani@signahusada.com,,TRUE,TRUE
"SIGNA HUSADA, PT",SUPP374 USD,Jl. Daan Mogot Km. 17 Jakarta Barat,,021-5446344-45,01.324.123.7-038.000,,021-5446346,veronika.lani@signahusada.com,,TRUE,TRUE
"SILIWANGI, PD",SUPP375,Jl. A. Yani No. 203,,,,,,,,TRUE,TRUE
"SINAR GOLDSINDO, PT",SUPP376,Jl. Cempaka Putih Timur 31 Jakarta Pusat,,021-4202887,01.387.614.9-431.000,,021-4246761,,,TRUE,TRUE
ARINDO CIPTA PERKASA PT,SUPP377,,Bogor,81218396357,,,,,,TRUE,TRUE
SINAR SEKELIMUS,SUPP378,Jl. Soekarno-Hatta No. 569,,,,,,,,TRUE,TRUE
"SINAR SURYA SEMESTARAYA, PT",SUPP379,Jl. Dewi sartika No. 323B Cawang Jakarta Timur,,021-80876612,01.920.510.3-005.000,,021-80870051,soedrajat@hotmail.com,,TRUE,TRUE
"SINAR TERANG, UD",SUPP380,Jl. Perintis Kemerdekaan No. 4,,,,,,,,TRUE,TRUE
"SINAR MENTARI INDOPRIMA, PT",SUPP381,Jl. P. Tubagus Angke,,,01.644.985.2-038.000,,,,,TRUE,TRUE
"SMART LAB INDONESIA, PT",SUPP382,Jl. Penjernihan I No. 19-B Bendungan Hilir Jakarta,,021-5734410,31.194.199.1-411.000,,021-5704809,siwi@smartlab.co.id,,TRUE,TRUE
"SONINDO GEMILANG, CV",SUPP383,Jl. Kecamatan NO. 165 Cibabat,,,,,,,,TRUE,TRUE
SPECTRA SABLON,SUPP384,Jl. Jend A. Yani No. 34 Bandung,,022-7307470,,,022-7313396,,,TRUE,TRUE
"SUKMA NIAGA, PD",SUPP385,Electronic Center Lt. 1 Blok JJ 06,,,,,,,,TRUE,TRUE
SUMBER JAYA /ISKANDAR TJIPTOGARSON,SUPP386,JL. Jend.Sudirman 188 Bandung,,022-6015154,06.465.051.8-428.000,,022-6042197,,,TRUE,TRUE
SUMBER KERAMIK,SUPP387,Jl. Otista No. 21,,,,,,,,TRUE,TRUE
SUMBER REJEKI,SUPP388,Jl. Kebon jati No. 57,,,,,,,,TRUE,TRUE
"SUMBER UTAMA PRIANGAN, PT",SUPP389,Jl. A. Yani,,,,,,,,TRUE,TRUE
SUMBER WARNA,SUPP390,Jl. Pungkur No.33,,,,,,,,TRUE,TRUE
"SUNDA JAYA, UD",SUPP391,JL.Sukapura no.32 Bandung,,022-7334450/7312710,09.379.308.1-424.000,,022-7312315,,,TRUE,TRUE
SUNDA MOTOR,SUPP392,Jl. Sunda No. 26 Bandung,,022-4235616,,,,,,TRUE,TRUE
SUPER SINUS,SUPP393,Ps. Cikapundung baru Los G,,,,,,,,TRUE,TRUE
"SUPRA INDUSTRI INSTRUMENTA, PT",SUPP394 USD,Rukan Graha Cempaka mas Blok C,,,02.494.375.5-027.000,,,,,TRUE,TRUE
"SURYA ABADI ISOLASI, PT",SUPP395,Bandung,,,02.081.071.9-422.000,,,,,TRUE,TRUE
"SURYA AGUNG PRATAMA, PT",SUPP396,Jl.Kopo no.302,,,,,,,,TRUE,TRUE
"SURYA BUANA NUSANTARA, PT",SUPP397,Jl. Mulya No.5-11/5 Gn Sahari Ancol,,,01.984.437.2-044.000,,,,,TRUE,TRUE
"SURYA BUANA NUSANTARA, PT",SUPP397 USD,Jl. Mulya No.5-11/5 Gn Sahari Ancol,,,,,,,,TRUE,TRUE
"SURYA DONASIN, PT",SUPP398,Jl. Kopo Jaya No. 1A,,,01.224.584.1-428.000,,,,,TRUE,TRUE
SURYA FORKLIFT,SUPP399,Jl. Kebon Jati Bandung,,022-6014247,,,,,,TRUE,TRUE
SURYA INFOKOM TEKINDO,SUPP400,Jl. Suryalaya Raya no. 29,,,,,,,,TRUE,TRUE
"SURYA KEJAYAN JAYA FARMA, PT",SUPP401,JL.Sumatra no.66 Surabaya,,031-5033751/5032182,01.454.118.9-631.000,,031-5031145,,,TRUE,TRUE
"SURYA PRATAMA EXPRESS, CV",SUPP402,Jl. Kali Cipamokolan 101,,,,,,,,TRUE,TRUE
"SURYALAYA, PT",SUPP403,Komp Banceuy Permai Blok A No.12 Jl ABC,,,,,,,,TRUE,TRUE
"SURYAMAKMUR AGUNG MANDIRI, PT",SUPP404,Jl. Mekar Mulya No. 12 Gede Bage,,,01.340.185.6-046.000,,,,,TRUE,TRUE
"TAMARU MITRA SEJATI, PT",SUPP405,Jl. Raya Barat Boulevard Blok BIV/89 Kelapa Gading Jkt Utara,,021-45842531,01.698.829.7-043.000,,021-45842230,,,TRUE,TRUE
"TATARASA PRIMATAMA, PT",SUPP406,Rk Sen Niaga Puri Indah Bl.T2/23 Kembangan Jakarta 11610,,021-5819123,01.998.077.0-038.000,,021-5805558,tatarasa@indo.net.id,,TRUE,TRUE
"TATARASA PRIMATAMA, PT",SUPP406 EUR,Rk Sen Niaga Puri Indah Bl.T2/23 Kembangan Jakarta 11610,,,,,,,,TRUE,TRUE
"TATARASA PRIMATAMA, PT",SUPP406 USD,Rk Sen Niaga Puri Indah Bl.T2/23 Kembangan Jakarta 11610,,,,,,,,TRUE,TRUE
"TECHCOMP INDOTECH, PT",SUPP407,Jl. Raya Pondok Gede No.5,,,02.723.552.2-005.000,,,,,TRUE,TRUE
"TEGAR INTI SENTOSA, PT",SUPP408,Jl. Teuku Cik Ditiro 16 Jakarta,,021-3106767,01.323.954.6-073.000,,021-3102256,,,TRUE,TRUE
"TEGUH TEKNIK, PD",SUPP409,Ps. Cikapundung,,,,,,,,TRUE,TRUE
TEKAD MAKMUR,SUPP410,Jl. Cikapundung,,,,,,,,TRUE,TRUE
"TEKAD, PD",SUPP411,JL. KARAPITAN,,,,,,,,TRUE,TRUE
"TERATE PLASTIK, PD",SUPP412,JL.Terate no.22 Bandung,,022-7312720,,,022-7307409,,,TRUE,TRUE
TERUS JAYA,SUPP413,Jl. Astana Anyar No. 124B Bandung,,022-6018712,,,,,,TRUE,TRUE
THE UNITED STORES PHARMACEUTICAL,SUPP414,12601 Twinbrook Parkway,,,,,,,,TRUE,TRUE
THE UNITED STORES PHARMACEUTICAL,SUPP414 USD,12601 Twinbrook Parkway,,,,,,,,TRUE,TRUE
"TIGA ARGA, PD",SUPP415,,,,,,,,,TRUE,TRUE
"TIGA SRIKANDI JAYA, PT",SUPP416,Jl. Raya Penggilingan TPI Blok M/19 Jakarta,,021-4802118,02.010.160.6-007.000,,021-48703026,,,TRUE,TRUE
"TIGA SRIKANDI JAYA, PT",SUPP416 USD,Jl. Raya Penggilingan TPI Blok M/19 Jakarta,,,,,,,,TRUE,TRUE
"TIGAKA DISTRINDO PERKASA, PT",SUPP417 USD,Jl. Tanah Abang II/37 Jakarta,,021-3508980,01.622.368.7-073.000,,021-3455134,,,TRUE,TRUE
TIKA COPY CERVICE,SUPP418,Jl. K.H. Ibrahim Adji 4,,,,,,,,TRUE,TRUE
TIKINDO,SUPP419,,,,,,,,,TRUE,TRUE
"TIRTA ALAM ABADI, PT",SUPP420,"Jl. RE. Martadinata, Ancol",,,01.984.175.8-044.000,,,,,TRUE,TRUE
TIRTAWENING,SUPP421,Jl. Atlas 6 Lt.2 Antapani,,,,,,,,TRUE,TRUE
"TITIAN ABADI LESTARI, PT",SUPP422,Jl. Agung Karya III Blok D Kav. 6,,,01.392.746.2-046.000,,,,,TRUE,TRUE
"TITIAN ABADI LESTARI, PT",SUPP422 EUR,Jl. Agung Karya III Blok D Kav. 6,,,,,,,,TRUE,TRUE
"TNT SKYPAK INTERNASIONAL, PT",SUPP423,Jl. Soekarno-Hatta Bandung,,022-7335117,02.914.244.5-012.000,,,,,TRUE,TRUE
"TNT SKYPAK INTERNASIONAL EXPRESS, PT",SUPP423 USD,Jl. Jend. Sudirman Kav 61-62 kebayoran Baru,Jakarta Selatan,,02.914.244.5-012.000,,,,,TRUE,TRUE
TOGA PUTRA,SUPP424,Jl. Boulevard Gading Raya Blok AA3/37,,,,,,,,TRUE,TRUE
TOKO AN,SUPP425,Jl. Sudirman No. 55,,,,,,,,TRUE,TRUE
TOKO BESI TEGUH,SUPP426,JL. Karapitan,,,,,,,,TRUE,TRUE
TOKO BUDHI,SUPP427,JL. Cibadak No.110 Bandung,,022-4206984,,,022-4216238,,,TRUE,TRUE
TOKO DUCOLUX,SUPP428,Jl. Suniaraja No. 68 Bandung,,022-4239618/4236938,,,,,,TRUE,TRUE
TOKO HAPSENG,SUPP429,Jl. Banceuy No. 61 Bandung,,022-4207741/4235175,,,022-4212265,,,TRUE,TRUE
TOKO IRON,SUPP430,Jl. Suniaraja No. 76 Bandung,,022-4235362,,,022-4234920,,,TRUE,TRUE
TOKO MARGACINTA,SUPP431,Jl. Margacinta,,,,,,,,TRUE,TRUE
TOKO MULIA,SUPP432,Jl. Banceuy No. 84,,,,,,,,TRUE,TRUE
TOKO PLASTIK RAJAWALI,SUPP433,Jl. Margacinta,,,,,,,,TRUE,TRUE
TOKO PLASTIK SEMAR,SUPP434,Jl. Margacinta,,,,,,,,TRUE,TRUE
TOKO SANIROSA,SUPP435,Jl. Trs. Kiaracondong 43 Bandung,,,,,,,,TRUE,TRUE
TOKO SEGER,SUPP436,Jl. Ahmad Y No. 83,,,,,,,,TRUE,TRUE
TOKO SENTOSA,SUPP437,JL.Pungkur,,,,,,,,TRUE,TRUE
TOKO SETUJU,SUPP438,Jl. Jend. A. Yani No.205,,,,,,,,TRUE,TRUE
TOKO SINAR ABADI,SUPP439,JL.CIBADAK NO.226,,,,,,,,TRUE,TRUE
TOKO SINAR HARAPAN,SUPP440,Gg. Suniaraja No. 55 Bandung,,022-4206245,,,022-4202070,,,TRUE,TRUE
TOKO SINAR TERANG BAUD,SUPP441,Jl. Karapitan 16B,,,,,,,,TRUE,TRUE
TOKO TANI SUGIH,SUPP442,JL.Pasir Kaliki no.14,,,,,,,,TRUE,TRUE
"TRANSLINDO NUSA PACIFIC, PT",SUPP443,,,,,,,,,TRUE,TRUE
TRI SAKTI,SUPP444,Ps Cikapuncung Lt. II Blok O No. 11 Bandung,,,,,,,,TRUE,TRUE
"TRIJAYA PACK (WAWAN HALIM), PT",SUPP445,JL.Garuda no.99 Bandung,,022-6034037,06.686.183.2-428.000,,022-6030440,,,TRUE,TRUE
"TRIJAYA USAHA MANDIRI, PT",SUPP446,Jl. Margacinta - Ciwastra,,,02.576.020.8-415.000,,,,,TRUE,TRUE
TRIKI JAYA SENTOSA,SUPP447,Jl. Sumur Bor raya No. 31,,,,,,,,TRUE,TRUE
TRIPLEK PUNGKUR,SUPP448,Jl. Pungkur,,,,,,,,TRUE,TRUE
"TRISAKTI MEKARMANDIRI, PT",SUPP449,Jl. Kedoya Duri raya Blok A2/4,,,01.573.983.2-039.000,,,,,TRUE,TRUE
TRIVIA CARGOUTAMA EXPRESS,SUPP450,Jl. Parakan Indah No.2A Buahbatu,,,,,,,,TRUE,TRUE
"TUNGGAL JAYA EXPRESSINDO, PT",SUPP451,Jl. Soekarno-Hatta No. 101 B,,,,,,,,TRUE,TRUE
"TUNGGAL JAYA PLASTIK, PT",SUPP452,Jl. Raya Karanggan Muda Kav.A RT. 04/05 Bogor,,021-8677888,01.445.696.6-425.001,,021-8677878,,,TRUE,TRUE
"UNIJAYA PRATAMA, PT",SUPP453,Jl. Jembatan Dua Raya 11N Jakarta,,021-6600219,01.891.949.8-038.000,,021-6680430,,,TRUE,TRUE
UNLIMIT KOMPUTER,SUPP454,Komp. Jaya Plaza,,,,,,,,TRUE,TRUE
"USAHA JAYA, PD",SUPP455,Jl.Cibadak no.133,,,,,,,,TRUE,TRUE
USAHA TEKNIK,SUPP456,Jl. Raya Banjaran KM. 14 Bandung,,022-5946985,,,,,,TRUE,TRUE
"USAHA TEKNIK, PD",SUPP457,JL.ABC No.85 Ps. Cikapundung Los D8 Bandung,,022-4207647,,,,,,TRUE,TRUE
UTAMI MAKMUR,SUPP458,JL. SUMBER NANJUNG I NO. 23-14 Bandung,,,02.749.682.7-422.000,,,,,TRUE,TRUE
VIGANO TECHNICAL WORK SHOP,SUPP459,Jl. Asia Afrika,,,06.070.884.9-423.000,,,,,TRUE,TRUE
"VISION TEKNIK, PT",SUPP460,Jl. Let. Jend. S. Parman Kav. 106 A,,,02.699.025.9-036.000,,,,,TRUE,TRUE
"WAHID KIMIA RAYA, PD",SUPP461,Jl. Jember No. 20 Antapani,,,,,,,,TRUE,TRUE
WANGI JAYA,SUPP462,Jl. ABC Pasar Cikapundun,,,,,,,,TRUE,TRUE
WARGI SALUYU,SUPP463,,,,,,,,,TRUE,TRUE
"WARIS, PT",SUPP464,JL.H.Ten no.41Jakarta,,021-4890126,01.312.101.7-007.000,,021-4759661,,,TRUE,TRUE
"WARIS, PT",SUPP464 USD,JL.H.Ten no.41Jakarta,,,,,,,,TRUE,TRUE
"WASTEC INTERNASIONAL, PT",SUPP465,KOmp. Majapahit Permai Blok C/109,,,02.354.681.5-028.000,,,,,TRUE,TRUE
WICAKSANA BERLIAN MOTOR,SUPP466,Jl. A Yani 225-227,,,,,,,,TRUE,TRUE
WN MOTOR,SUPP467,Jl. Margasari No. 159 Ciwastra Bandung,,,,,,,,TRUE,TRUE
BORMA,SUPP468,,,,,,,,,TRUE,TRUE
PERDANA VICTORY CEMERLANG,SUPP469,,,,,,,,,TRUE,TRUE
"ELO KARSA UTAMA, PT.",SUPP470,,,,,,,,,TRUE,TRUE
"NUSANTARA JAYA SENTOSA, PT.",SUPP471,,,,,,,,,TRUE,TRUE
"SPIRAX SARCO INDONESIA, PT",SUPP472 SGD,Jl. Dr. Saharjo No. 46 Manggarai-Tebet,Jakarta,,,,,,,TRUE,TRUE
ZULFA PRINTER,SUPP473,Jl.sasak gantung No 129,Bandung,022-92106026,,85797232455,,,,TRUE,TRUE
GENECRAFT LABS PT,SUPP474 USD,JL.MERUYA ILIR NO 88,Jakarta,021-58903119,,,021-58903151,,,TRUE,TRUE
SETIAJAYA ERA UNGGUL PT,SUPP475,,Jakarta,8159691912,,,,,,TRUE,TRUE
PERKASA JAYA UTAMA,SUPP476,JL.CIKADUT  NO 9 Bandung,Bandung,022-7234341,,,,,,TRUE,TRUE
TOKO TERUS MAJU,SUPP477,,Bandung,,,,,,,TRUE,TRUE
PLAZA AUTO PRIMA TOYOTA,SUPP478,JL PELAJAR PEJUANG 45 NO 103,Bandung,022-731555,,,,,,TRUE,TRUE
PASIFIK SAINTIFINDO PT,SUPP479,JL DAAN MOGOT RUKAN MANSION BLOK C NO 10 ,Jakarta Barat,021-29526930,,,021-29526931,,,TRUE,TRUE
PROPAN RAYA PT,SUPP480,,Jakarta,,,,,,,TRUE,TRUE
FC RENTAL MUFRI,SUPP481,Dipatiukur,Bandung,,,,,,,TRUE,TRUE
Bandung PAPERA,SUPP482,jl Gatot Subroto,Bandung,,,,,,,TRUE,TRUE
BALAI METROLOGI,SUPP483,Jl. Angkasa 1 No 2,Jakrta,021-4246321,,,021-4246703,,,TRUE,TRUE
LECAPSEAL INDONESIA,SUPP484,Jl.Raya Narogong no 17 RT01/02 Cikiwul bantar Gebang,Bekasi,,,,,,,TRUE,TRUE
TRISAKTI PT,SUPP485,,Bandung,,,,,,,TRUE,TRUE
PRATAMA NIAGA CV,SUPP486,Jl.Kiara Condong,Bandung,81221268646,,,,,,TRUE,TRUE
FINGERPRINT PT,SUPP487,Jl. Kiara condong 244,Bandung,022-7317802,,85220007555,,,,TRUE,TRUE
MARGASARI PD,SUPP488,Margacinta,,,,,,,,TRUE,TRUE
TOKO PADA SETIA,SUPP489,Jl.Belakang PAsar No 73,Bandung,,,,,,,TRUE,TRUE
ASURANSI ALLIANZ UTAMA INDONESIA PT,SUPP490,Wisma CIMB Niaga FL.7 jl.Gatot Subroto No 2,Bandung,022-7308889,,,022-7300799,,,TRUE,TRUE
"PRIMA PUTRA MAS,PT.",SUPP491 USD,Gedung Perkantoran Jiwasraya Gondongdia Lantai 3,Jakarta,021-3924206,,,,,,TRUE,TRUE
TOKO SAMA JAYA,SUPP492,Gg.SUNIARAJA no.29,Bandung,,,,,,,TRUE,TRUE
SAMAJAYA,SUPP493,Gg.Suniaraja No.29,Bandung,,,,,,,TRUE,TRUE
INTITREATMENT PERKASA,SUPP494,Jl.Angkasa No.20 I-J,Jakarta,021-4207810/021-4207819,,,,,,TRUE,TRUE
RESTU RAMA,SUPP495,JL.Blkg Pasar No.60 Roxi ,Bandung,022-4240573,,81394027584,,,,TRUE,TRUE
KARUNIA ELEKTRIK,SUPP496,Cikapundung Electronic lt.1 Blok GG no.23,Bandung,8122056229,,81809388246,,,,TRUE,TRUE
"SPECTRA CONSULTANTS, CV.",SUPP497,Kopo Permai Blok GG.No.19,Bandung,,,,,,,TRUE,TRUE
CAHAYA TIRTA UTAMA,SUPP498,JL.PSM NO.2 KIARACINDONG,Bandung,022-7300454,,,022-7332920,,,TRUE,TRUE
APOTIK BAHAGIA,SUPP499,Jl.Margacinta No.96 Bandung,Bandung,022-7568695,,,,,,TRUE,TRUE
BURSA BATTERY,SUPP500,Jl. Psr Cikapundung,Bandung,,,,,,,TRUE,TRUE
Bandung JAYA,SUPP501,Jl. Cihampelas No. 80,Bandung,,,,,,,TRUE,TRUE
TUKANG JAHIT,SUPP502,Jl. Margacinta,Bandung,,,,,,,TRUE,TRUE
JASA MEDIVEST,SUPP503,Jl.Tubagus Ismail Depan No. 1A Lt.3,Bandung,,,,,,,TRUE,TRUE
ARJUNA KARPET,SUPP504,,,,,,,,,TRUE,TRUE
TOSERBA GRIYA,SUPP505,Jl. Bauhbatu,Bandung,,,,,,,TRUE,TRUE
INDOBUANA SARANA SUKSES,SUPP506,Taman Palem Lestari Komplek KFT,Jakarta,021-55959735/021-55959736,,,,,,TRUE,TRUE
IBCC,SUPP507,Jl. A. Yani,Bandung,,,,,,,TRUE,TRUE
"BANGUN INDAH, PD",SUPP508,Jl. Pacinan Lama No. 27,Bandung,,,,,,,TRUE,TRUE
CARREFOUR,SUPP509,Jl. Kiaracondong,Bandung,,,,,,,TRUE,TRUE
BAPAK SUDIRA,SUPP510,BAPAK SUDIRA,Bandung,,,,,,,TRUE,TRUE
ABADI TEKNIK,SUPP511,Jl. ABC Psr Cikapundung Elektronik Center Lt. I Blok EE 34,Bandung,,,,,,,TRUE,TRUE
TOKO MAKMUR,SUPP512,Jl. Jend. Sudriman No. 181,Bandung,,,,,,,TRUE,TRUE
TRESNACO,SUPP513,Jl. Buahbatu No. 125,Bandung,,,,,,,TRUE,TRUE
GRAHA CIPTA ABADI,SUPP514,JL.KANON NO.8 KOMP.ARTELERI & SANGKURIANG CIMAHI,Cimahi,022-6651553,,,022-6626580,,,TRUE,TRUE
"SENJAYA, PD",SUPP515,Jl. Otista No. 449,Bandung,,,,,,,TRUE,TRUE
EDHB TEKNIK,SUPP516,Ps.Teknik Arjuna jaya blok L,Bandung,,,,,,,TRUE,TRUE
INDO EFTI,SUPP517,,,,,,,,,TRUE,TRUE
LABORATORIUM PSIKOLOGI UNISBA,SUPP518,Jl. Taman Sari No. 1,Bandung,,,,,,,TRUE,TRUE
MEKAR TEKNIK,SUPP519,Jl. ABC Lost DD-08-37,Bandung,,,,,,,TRUE,TRUE
JAYA MANDIRI,SUPP520,Cikapundung Electronic Centre Lt.1 Blok GG 14,Bandung,,,,,,,TRUE,TRUE
GALANG ANUGRAH,SUPP521,Bandung,,,,,,,,TRUE,TRUE
ADE AKMAL,SUPP522,JL ABC DEPAN PS KOHACHI,Bandung,81320723225,,8179286192,,,,TRUE,TRUE
SAMPURNA JAYA,SUPP523,Jl KOSAMBI,Bandung,4207946,,,,,,TRUE,TRUE
"OSA PUTRA ENGINEERING, PT",SUPP524 USD,Jl. Arteri JORR Jati Melati No. 58F,Bandung,,,,,,,TRUE,TRUE
INDOCARE,SUPP525,,Jakarta,,,,,,,TRUE,TRUE
ISTANA ALUMUNIUM,SUPP526,Jl. Peta 79-81,Bandung,,,,,,,TRUE,TRUE
TUKANG LAS,SUPP527,Jl. Ujung Berung,Bandung,,,,,,,TRUE,TRUE
KANISIUS,SUPP528,"Jl. Cempaka 9, Deresan",Yogyakarta,,,,,,,TRUE,TRUE
"EASTERN PRO ENGINEERING, PT",SUPP529,Kaw. Wangsaniaga Wetab No. 27 Kota Baru Parahyangan,Bandung,,,,,,,TRUE,TRUE
"KENCANA, PD",SUPP530,Jl. Suniaraja,Bandung,,,,,,,TRUE,TRUE
NEO LIGHTING,SUPP531,Jl. Pecinan Lama No. 38C,Bandung,,,,,,,TRUE,TRUE
"BERKAH SEGARA USAHA, CV",SUPP532,Komp. BIR Jl. Merah Delima Blok C5/8,Bandung,,,,,,,TRUE,TRUE
BHAKTI ARTHA COMPT,SUPP533,Jl.Achmad Yani No.416 ,Bandung,022-7216096,,,,,,TRUE,TRUE
"PERINTIS, PBF",SUPP534,Jl. Belakang Pasar,Bandung,,,,,,,TRUE,TRUE
AZZAMY MAJU MANDIRI,SUPP535,"Jl. Ancol IX, Buah Batu",Bandung,,,,,,,TRUE,TRUE
SINAR ABADI. PD,SUPP536,Jl. Cibadak No. 226 Karanganyar,Bandung,,,,,,,TRUE,TRUE
"KERATON ALAM INDONESIA, PT",SUPP537,Jl. Petaburan VI No. 19 RT.004 RW.006 Petamburan,Jakarta Pusat,,,,,,,TRUE,TRUE
"KICHI ARZIKI INDUSTRI, PT",SUPP538,Jl. Kebantenan V No. 13 RT.003/007 Semper Timur Cilincing,Jakarta Utara,,,,,,,TRUE,TRUE
TIRTA INTI,SUPP539,Jl. Margacinta No. 28 Ciwastra,Bandung,,,,,,,TRUE,TRUE
DAMAI SURYA TEKNINDO,SUPP540,Jl. Cikapundung,Bandung,,,,,,,TRUE,TRUE
"LARASCIPTA SARANA MANDIRI, PT",SUPP541,Jl. Sabang No. 31,Bandung,,,,,,,TRUE,TRUE
"LARASCIPTA SARANA MANDIRI, PT",SUPP541 EUR,Jl.Sabang No.31,Bandung,022-4261533/022-4262884,,,022-4261606,,,TRUE,TRUE
ORIS TUNGGAL,SUPP542,Jl. Tera,Bandung,,,,,,,TRUE,TRUE
MITRA ABADI JAYA,SUPP543,Jl. Cikapundung,Bandung,,,,,,,TRUE,TRUE
"BUDI KARYA, PD",SUPP544,Jl. Banceuy No. 10A,Bandung,,,,,,,TRUE,TRUE
MIRAH JAYA,SUPP545,Jl. Rumas Sakit No. 67 Gedebage,Bandung,,,,,,,TRUE,TRUE
KOSAMBI,SUPP546,Jl. A. Yani,Bandung,,,,,,,TRUE,TRUE
JK ELEKTRIK,SUPP547,Pasar Cikapundung Lt. dasar Blok JV,Bandung,,,,,,,TRUE,TRUE
"PETRO MITRA ENERGI, PT",SUPP548,Jl. Letjen Sutopo Ruko Golden Madrid 1 Blok B No. 15 Bumi Serpong Damai,Tangerang,,31.482.244.6-402.000,,,,,TRUE,TRUE
SUGEMA SERVICE DINAMO&RADIATOR,SUPP549,Jl. Trs. Margacinta Ciwastra,Bandung,,,,,,,TRUE,TRUE
IMCD INDONESIA PT,SUPP550 USD,Jl.Lingkar luar barat Kav.88 Puri kembangan,Jakarta,,,,,,,TRUE,TRUE
"HARJA GUNATAMA LESTARI, PT",SUPP551,Komp. Setrasari mall 33,Bandung,,,,,,,TRUE,TRUE
