"id","name","comment","street","city","phone","npwp","mobile","fax","email","no_rek","is_company","supplier","category_id"
"res_partner_3450","NUTRILAB PRATAMA, PT","SUPP295","Jl. Raya Kebayoran Lama 17D",,,"02.289.876.1-013.000",,,,,"TRUE","TRUE",
"res_partner_3460","OK BATERAI","SUPP296","Jl. Banceuy No. 70",,,,,,,,"TRUE","TRUE",
"res_partner_3470","OMEGA BIRO TEKNIK","SUPP297","Jl.Martadinata No.130 Bandung",,"022-4204102",,,"022-7279753",,,"TRUE","TRUE",
"res_partner_3480","PACKINDO FARMA UTAMA, CV","SUPP298","Metro permata II Blok D8/18 Karang Tengah Jkt Barat",,"021-53669206","02.041.838.0-086.000",,"021-73440358",,,"TRUE","TRUE",
"res_partner_3490","PADAJAYA MOTOR","SUPP299",,,,,,,,,"TRUE","TRUE",
"res_partner_3500","PADASUKA MEUBEL","SUPP300","JL. Aceh 43 Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_3510","PADASUKA MOTOR","SUPP301","Jl. Banceuy No. 80 Bandung",,"022-4237479/4235794",,,,,,"TRUE","TRUE",
"res_partner_3520","PAKET NUSANTARA, PT","SUPP302","Jl. Industri XX/BS-56",,,,,,,,"TRUE","TRUE",
"res_partner_3530","PANCARAN MULIA SEJATI, PT","SUPP303","Jln. Raya Klari, K.p Krajan Gintungkerta",,,"01.392.457.6-431.000",,,,,"TRUE","TRUE",
"res_partner_3540","PANCHA NUGRAHA, CV","SUPP304","Jl. Dr. Djunjunan",,,,,,,,"TRUE","TRUE",
"res_partner_3550","PANCURAN BERNUANSA MAS, PT","SUPP305","Jl. Kebon Jati No. 41 Komp. Luxor Permai",,,"02.250.307.2-028.000",,,,,"TRUE","TRUE",
"res_partner_3560","PANDU SIWI SENTOSA, PT","SUPP306","JL. RAYA BEKASI TIMUR KM.18 NO.30, JATINEGARA CAKUNG Jakarta TIMUR DKI Jakarta RAYA",,"022-7323075","01.602.236.0-007.000",,"022-7305167",,,"TRUE","TRUE",
"res_partner_3570","PANGAN LESTARI, PT","SUPP307","Jl. Jati Raya Blok J1 No. 10B, CIkarang",,,"01.233.603.8-641.000",,,,,"TRUE","TRUE",
"res_partner_3580","PARIT PADANG GLOBAL, PT","SUPP308","Jl. Rawa Sumur II Kav. BB No. 3 Jakarta",,"021-46834411","02.998.520.7-007.000",,"021-46831306",,,"TRUE","TRUE",
"res_partner_3590","PARIT PADANG GLOBAL, PT","SUPP308 USD","Jl. Rawa Sumur II Kav. BB No. 3 Jakarta",,,,,,,,"TRUE","TRUE",
"res_partner_3600","PASAR CIKAPUNDUNG","SUPP309","Jl. Cikapundung Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_3610","PATRA BUANA PUTRA, PT","SUPP310","Jl. Cigugur Tengah RT.001/010",,,"02.761.307.4-441.000",,,,,"TRUE","TRUE",
"res_partner_3620","PANCA HARAPAN, PD","SUPP311",,,,,,,,,"TRUE","TRUE",
"res_partner_3630","PELITA ABADI SEJAHTERA, PT","SUPP312","JL. CISARANTEN WETAN NO. 56 BABAKAN PENGHULU,CINAMBO Bandung",,,"02.333.103.6-429.000",,,,,"TRUE","TRUE",
"res_partner_3640","PEMASOK HANDUK BEKAS","SUPP313","Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_3650","PEMBANGUNAN, PD","SUPP314","Jl. Jend. Sudirman no.96",,,,,,,,"TRUE","TRUE",
"res_partner_3660","PENTA VALENT, CV","SUPP315","JL.Surya Sumantri no.15",,,,,,,,"TRUE","TRUE",
"res_partner_3670","PETROLOG MULTI USAHA MANDIRI, PT","SUPP316","Jl. Sendi Kencana Blok C-9",,,,,,,,"TRUE","TRUE",
"res_partner_3680","PETROLOG MULTI USAHA MANDIRI, PT","SUPP316 SGD","Jl. Sendi Kencana Blok C-9",,,,,,,,"TRUE","TRUE",
"res_partner_3690","PHARMA TEKNIK","SUPP317","Jl. Dr. Setiabudi, Srondol Bumi Indah",,,,,,,,"TRUE","TRUE",
"res_partner_3700","PHARMEQ, PT","SUPP318","JL. Nanas No. 17-19",,,,,,,,"TRUE","TRUE",
"res_partner_3710","POLAR REPRO GRAPHIC","SUPP319","Jl. Pungkur No. 131-129C Bandung",,"022-4232484",,,"022-4231525",,,"TRUE","TRUE",
"res_partner_3720","POLARIS ELDACO, PT","SUPP320",,,,"02.589.643.2-085.000",,,,,"TRUE","TRUE",
"res_partner_3730","PRAJA ELTU ENGINEERING, PT.","SUPP321 HKI","Jl. Boulevard Gading Raya Blok AA3 No. 37 Serpong Tangerang",,,,,,,,"TRUE","TRUE",
"res_partner_3740","PRAMBANAN KENCANA, PT","SUPP322","jl. Tanah Abang 2 No. 36 Petojo Selatan Jkt Pusat 10160",,"021-3810380",,,"021-3810344","Industry@prb.co.id",,"TRUE","TRUE",
"res_partner_3750","PRAMTAMA","SUPP323",,,,,,,,,"TRUE","TRUE",
"res_partner_3760","PRATAPA NIRMALA, PT","SUPP324","Jl. Raden Saleh No. 4",,,"01.302.575.4-073.000",,,,,"TRUE","TRUE",
"res_partner_3770","PRIDHANA EKA, PT","SUPP325","Jl. Cibadak No. 215 Bandung",,"022-6031991","01.118.330.8-422.000",,"022-6034845",,,"TRUE","TRUE",
"res_partner_3780","PRIMA MEDICHA , CV","SUPP326","Jl. Tubagus Ismail Raya No. 10A Bandung",,"022-2532413",,,,,,"TRUE","TRUE",
"res_partner_3790","PRIMA PRINTER","SUPP327","Jl. Margacinta 50 Buahbatu",,,,,,,,"TRUE","TRUE",
"res_partner_3800","PRIMA TEKNIK","SUPP328","Jl. ABC Cikapundung Electronic Center",,,,,,,,"TRUE","TRUE",
"res_partner_3810","PRINTECHNINDO RAYA UTAMA, PT","SUPP329","Jl. Jababeka XVII B SIB Blok U7J Kaw. Industri Cikarang Bekasi",,"021-89111247","02.270.793.9-046.000",,"021-89111248",,,"TRUE","TRUE",
"res_partner_3820","PRINTECHNINDO RAYA UTAMA, PT","SUPP329 SGD","Jl. Jababeka XVII B SIB Blok U7J Kaw. Industri Cikarang Bekasi",,,,,,,,"TRUE","TRUE",
"res_partner_3830","PRISMA TEKNIK MANDIRI","SUPP330","Spare part & Maintenance",,,"31.568.161.9-422.000",,,,,"TRUE","TRUE",
"res_partner_3840","PRISMA TEKNIK MANDIRI","SUPP330 HKI","Spare part & Maintenance",,,,,,,,"TRUE","TRUE",
"res_partner_3850","PRISMA TEKNIK MANDIRI, CV","SUPP330 USD","Jl. Nana Rohana No. 51/82","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_3860","INDOFA UTAMA MULTI CORE PT","SUPP331","Jl.Mawar No 27-29 Rt.03 Rw.03","Surabaya",,,,,,,"TRUE","TRUE",
"res_partner_3870","PUSAKA","SUPP332","Jl. Jend. A. Yani 108",,,,,,,,"TRUE","TRUE",
"res_partner_3880","PUSAKA, PD","SUPP333","Jl. Sunda 35 Bandung",,"022-4232416",,,"022-7312848",,,"TRUE","TRUE",
"res_partner_3890","PUTRA ANGKASA, CV","SUPP334","Jl. Jend Sudirman",,,"01.448.244.2-422.000",,,,,"TRUE","TRUE",
"res_partner_3900","PYURI INTI PERSADA, CV","SUPP335","Puri Cipageran Indah II Blok C10 No. 3B",,,,,,,,"TRUE","TRUE",
"res_partner_3910","QWINJAYA ADITAMA, PT","SUPP336","KOMP.PERTOKOAN GREEN GARDEN BLOK A-7/6,KEDOYA UTARA,KEBON JERUK,Jakarta 11520",,,"02.751.136.9-039.000",,,"nurdin.wijaya@qwinjaya.com",,"TRUE","TRUE",
"res_partner_3920","QWORDS.COM","SUPP337","Jl. Cisitu Lama No. 48 Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_3930","RAJAWALI NUSINDO, PT","SUPP338","Jl. Soekarno hatta",,,,,,,,"TRUE","TRUE",
"res_partner_3940","RAMDAN FAMILI, PD","SUPP339","Batas Cijerah Cigondewah Kaler",,,,,,,,"TRUE","TRUE",
"res_partner_3950","RANTAI SUKSES, PD","SUPP340","Jl. ABC Pasar Cikapundung Bandung",,"022-4200458",,,,,,"TRUE","TRUE",
"res_partner_3960","RAPIDO","SUPP341","Jl. Melong kaler no. 3",,,,,,,,"TRUE","TRUE",
"res_partner_3970","RKM","SUPP342","Jl. Ahmad Yani Bandung",,"022-7277108",,,,,,"TRUE","TRUE",
"res_partner_3980","RONADAMAR SEJAHTERA, PT","SUPP343","Jl. Kopo Cirangrang No. 12 A Bandung",,"022-5400179","01.338.704.8-007.000",,"022-5400372",,,"TRUE","TRUE",
"res_partner_3990","RSU PINDAD","SUPP344","Jl. Jend. Gatot Subroto No. 517 Bandung",,,"01.061.394.1-051.000",,,,,"TRUE","TRUE",
"res_partner_4000","SAINGAN","SUPP345","PS. CIKAPUNDUNG",,,,,,,,"TRUE","TRUE",
"res_partner_4010","SAKURA MEDICAL","SUPP346","Jl. Pajajaran No. 15 Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_4020","SAMARTH CHEMICALS INDONESIA, PT","SUPP347","Jl. Penjernihan I No. 19-B",,,,,,,,"TRUE","TRUE",
"res_partner_4030","SAMATOR INTI PEROKSIDA, PT","SUPP348","jl. Raya Utara Blok K Gresik",,"031-3950911","01.568.647.0-641.000",,"031-350910",,,"TRUE","TRUE",
"res_partner_4040","SAMUDERA SEMESTA SEJAHTERA, PT","SUPP349","Gedung Mulia 3rd Floor Jl. Roa Malaka",,,,,,,,"TRUE","TRUE",
"res_partner_4050","SAN CENTRAL INDAH, PT","SUPP350","Jl. Halteu Utara No. 1",,,,,,,,"TRUE","TRUE",
"res_partner_4060","SAN CENTRAL INDAH, PT.","SUPP350 HKI","Jl. Halteu Utara No. 1",,,,,,,,"TRUE","TRUE",
"res_partner_4070","SANKYO","SUPP351","Jl. Jamika No. 140 A",,,,,,,,"TRUE","TRUE",
"res_partner_4080","SANLIT INTI PLASTIK, PT","SUPP352","JL.Industri III/8 Leuwigajah Cimahi",,"022-6031840","01.279.809.6-421.000",,"022-6036336",,,"TRUE","TRUE",
"res_partner_4090","SANPACK UNGGUL, PT","SUPP353","Jl. Pancasila IV Cicadas Raya Km 9",,,,,,,,"TRUE","TRUE",
"res_partner_4100","SANTO PLASTIK, CV","SUPP354","JL. CIROYOM 105 Bandung",,"022-6031840","01.524.933.7-428.000",,"022-6036336",,,"TRUE","TRUE",
"res_partner_4110","SANTOSO TEGUH SAKTI, PT","SUPP355","Jl. Soekarno-Hatta 21 Bandung",,"022-6851867",,,,,,"TRUE","TRUE",
"res_partner_4120","SARAKA MANDIRI SEMESTA, PT","SUPP356","Jl. Pancasila I Cicadas, Gunung Putri Bogor",,"021-86862116","01.340.939.6-403.000",,"021-86862299",,,"TRUE","TRUE",
"res_partner_4130","SARANA BANGUNAN","SUPP357","Jl. Peta 231",,,,,,,,"TRUE","TRUE",
"res_partner_4140","SARANA GLOBAL","SUPP358","Jl. Kopo",,,,,,,,"TRUE","TRUE",
"res_partner_4150","SARASWATI INDO GENETECH, PT","SUPP359","Graha SIG Jl. Rasamala No. 20 Tmn Yasmin Bogor",,"0251-7532348",,,"0251-7540927-28",,,"TRUE","TRUE",
"res_partner_4160","SARI ALAM SEJAHTERA, PT","SUPP360",,,,,,,,,"TRUE","TRUE",
"res_partner_4170","SARTONET FILTRASI INDONESIA, PT","SUPP361","Jl. Terusan Elang IX/4",,,"01.698.649.9-027.000",,,"sfi_bandung@cbn.net.id",,"TRUE","TRUE",
"res_partner_4180","SARTONET FILTRASI INDONESIA, PT","SUPP361 EUR","Jl. Terusan Elang IX/4",,,,,,,,"TRUE","TRUE",
"res_partner_4190","SARTONET FILTRASI INDONESIA PT","SUPP361 USD",,,,,,,,,"TRUE","TRUE",
"res_partner_4200","SATELIT PLASTIK, CV","SUPP362","JL.H.Alpi no.106",,,,,,,,"TRUE","TRUE",
"res_partner_4210","SATYA SAMITRA NIAGATAMA, PT","SUPP363","Ruko Bidex Blok H12 BSD City",,,"31.379.238.4-411.000",,,"ferdy_andriawan@ssnchemicals.com",,"TRUE","TRUE",
"res_partner_4220","SATYA SAMITRA NIAGATAMA, PT","SUPP363 USD","Ruko Bidex Blok H12 BSD City",,,,,,,,"TRUE","TRUE",
"res_partner_4230","SAWARGI","SUPP364","Jl. Karawitan No. 21",,,,,,,,"TRUE","TRUE",
"res_partner_4240","SCHOTT IGAR GLASS, PT","SUPP365","Jl. Meranti 3 Blok L8-06B Delta Silicon",,,"01.071.294.1-052.000",,,,,"TRUE","TRUE",
"res_partner_4250","SEJAHTERA ARTHA GUNA, PT","SUPP366","Jl. KH. Hasyim Ashari No. 49 Jakarta",,,"02.239.306.0-416.000",,,,,"TRUE","TRUE",
"res_partner_4260","SELATAN JAYA","SUPP367","Jl. Pungkur",,,,,,,,"TRUE","TRUE",
"res_partner_4270","SENJAYA EXPRESS","SUPP368","Taman Kopo Indah II B2 No. 27",,,,,,,,"TRUE","TRUE",
"res_partner_4280","SENTRA MULTIGAS UTAMA, PT","SUPP369","Jl.Rumah Sakit No. 129 Ujung Berung Bandung",,"022-7807878","01.610.213.9-631.000",,"022-7807978",,,"TRUE","TRUE",
"res_partner_4290","SERBA JAYA, PD","SUPP370","Jl. Kopo No. 382 Bandung",,"022-5406381",,,"022-5431472",,,"TRUE","TRUE",
"res_partner_4300","SETIA KAWAN ABADI, PT","SUPP371","Jl. Mangga Besar IV No. 18 C Jakarta",,"021-6012039","02.321.038.8-038.000",,"021-6012049",,,"TRUE","TRUE",
"res_partner_4310","SETIA USAHA, PD","SUPP372","Jl. Otista No. 298 Bandung",,"022-4232775",,,"022-4206072",,,"TRUE","TRUE",
"res_partner_4320","SETIA, PD","SUPP373","Jl. Cikapundung Baru No. D5-18",,,,,,,,"TRUE","TRUE",
"res_partner_4330","SIGNA HUSADA, PT","SUPP374","Jl. Daan Mogot Km. 17 Jakarta Barat",,"021-5446344-45","01.324.123.7-038.000",,"021-5446346","veronika.lani@signahusada.com",,"TRUE","TRUE",
"res_partner_4340","SIGNA HUSADA, PT","SUPP374 USD","Jl. Daan Mogot Km. 17 Jakarta Barat",,"021-5446344-45","01.324.123.7-038.000",,"021-5446346","veronika.lani@signahusada.com",,"TRUE","TRUE",
"res_partner_4350","SILIWANGI, PD","SUPP375","Jl. A. Yani No. 203",,,,,,,,"TRUE","TRUE",
"res_partner_4360","SINAR GOLDSINDO, PT","SUPP376","Jl. Cempaka Putih Timur 31 Jakarta Pusat",,"021-4202887","01.387.614.9-431.000",,"021-4246761",,,"TRUE","TRUE",
"res_partner_4370","ARINDO CIPTA PERKASA PT","SUPP377",,"Bogor",81218396357,,,,,,"TRUE","TRUE",
"res_partner_4380","SINAR SEKELIMUS","SUPP378","Jl. Soekarno-Hatta No. 569",,,,,,,,"TRUE","TRUE",
"res_partner_4390","SINAR SURYA SEMESTARAYA, PT","SUPP379","Jl. Dewi sartika No. 323B Cawang Jakarta Timur",,"021-80876612","01.920.510.3-005.000",,"021-80870051","soedrajat@hotmail.com",,"TRUE","TRUE",
"res_partner_4400","SINAR TERANG, UD","SUPP380","Jl. Perintis Kemerdekaan No. 4",,,,,,,,"TRUE","TRUE",
"res_partner_4410","SINAR MENTARI INDOPRIMA, PT","SUPP381","Jl. P. Tubagus Angke",,,"01.644.985.2-038.000",,,,,"TRUE","TRUE",
"res_partner_4420","SMART LAB INDONESIA, PT","SUPP382","Jl. Penjernihan I No. 19-B Bendungan Hilir Jakarta",,"021-5734410","31.194.199.1-411.000",,"021-5704809","siwi@smartlab.co.id",,"TRUE","TRUE",
"res_partner_4430","SONINDO GEMILANG, CV","SUPP383","Jl. Kecamatan NO. 165 Cibabat",,,,,,,,"TRUE","TRUE",
"res_partner_4440","SPECTRA SABLON","SUPP384","Jl. Jend A. Yani No. 34 Bandung",,"022-7307470",,,"022-7313396",,,"TRUE","TRUE",
"res_partner_4450","SUKMA NIAGA, PD","SUPP385","Electronic Center Lt. 1 Blok JJ 06",,,,,,,,"TRUE","TRUE",
"res_partner_4460","SUMBER JAYA /ISKANDAR TJIPTOGARSON","SUPP386","JL. Jend.Sudirman 188 Bandung",,"022-6015154","06.465.051.8-428.000",,"022-6042197",,,"TRUE","TRUE",
"res_partner_4470","SUMBER KERAMIK","SUPP387","Jl. Otista No. 21",,,,,,,,"TRUE","TRUE",
"res_partner_4480","SUMBER REJEKI","SUPP388","Jl. Kebon jati No. 57",,,,,,,,"TRUE","TRUE",
"res_partner_4490","SUMBER UTAMA PRIANGAN, PT","SUPP389","Jl. A. Yani",,,,,,,,"TRUE","TRUE",
"res_partner_4500","SUMBER WARNA","SUPP390","Jl. Pungkur No.33",,,,,,,,"TRUE","TRUE",
"res_partner_4510","SUNDA JAYA, UD","SUPP391","JL.Sukapura no.32 Bandung",,"022-7334450/7312710","09.379.308.1-424.000",,"022-7312315",,,"TRUE","TRUE",
"res_partner_4520","SUNDA MOTOR","SUPP392","Jl. Sunda No. 26 Bandung",,"022-4235616",,,,,,"TRUE","TRUE",
"res_partner_4530","SUPER SINUS","SUPP393","Ps. Cikapundung baru Los G",,,,,,,,"TRUE","TRUE",
"res_partner_4540","SUPRA INDUSTRI INSTRUMENTA, PT","SUPP394 USD","Rukan Graha Cempaka mas Blok C",,,"02.494.375.5-027.000",,,,,"TRUE","TRUE",
"res_partner_4550","SURYA ABADI ISOLASI, PT","SUPP395","Bandung",,,"02.081.071.9-422.000",,,,,"TRUE","TRUE",
"res_partner_4560","SURYA AGUNG PRATAMA, PT","SUPP396","Jl.Kopo no.302",,,,,,,,"TRUE","TRUE",
"res_partner_4570","SURYA BUANA NUSANTARA, PT","SUPP397","Jl. Mulya No.5-11/5 Gn Sahari Ancol",,,"01.984.437.2-044.000",,,,,"TRUE","TRUE",
"res_partner_4580","SURYA BUANA NUSANTARA, PT","SUPP397 USD","Jl. Mulya No.5-11/5 Gn Sahari Ancol",,,,,,,,"TRUE","TRUE",
"res_partner_4590","SURYA DONASIN, PT","SUPP398","Jl. Kopo Jaya No. 1A",,,"01.224.584.1-428.000",,,,,"TRUE","TRUE",
"res_partner_4600","SURYA FORKLIFT","SUPP399","Jl. Kebon Jati Bandung",,"022-6014247",,,,,,"TRUE","TRUE",
"res_partner_4610","SURYA INFOKOM TEKINDO","SUPP400","Jl. Suryalaya Raya no. 29",,,,,,,,"TRUE","TRUE",
"res_partner_4620","SURYA KEJAYAN JAYA FARMA, PT","SUPP401","JL.Sumatra no.66 Surabaya",,"031-5033751/5032182","01.454.118.9-631.000",,"031-5031145",,,"TRUE","TRUE",
"res_partner_4630","SURYA PRATAMA EXPRESS, CV","SUPP402","Jl. Kali Cipamokolan 101",,,,,,,,"TRUE","TRUE",
"res_partner_4640","SURYALAYA, PT","SUPP403","Komp Banceuy Permai Blok A No.12 Jl ABC",,,,,,,,"TRUE","TRUE",
"res_partner_4650","SURYAMAKMUR AGUNG MANDIRI, PT","SUPP404","Jl. Mekar Mulya No. 12 Gede Bage",,,"01.340.185.6-046.000",,,,,"TRUE","TRUE",
"res_partner_4660","TAMARU MITRA SEJATI, PT","SUPP405","Jl. Raya Barat Boulevard Blok BIV/89 Kelapa Gading Jkt Utara",,"021-45842531","01.698.829.7-043.000",,"021-45842230",,,"TRUE","TRUE",
"res_partner_4670","TATARASA PRIMATAMA, PT","SUPP406","Rk Sen Niaga Puri Indah Bl.T2/23 Kembangan Jakarta 11610",,"021-5819123","01.998.077.0-038.000",,"021-5805558","tatarasa@indo.net.id",,"TRUE","TRUE",
"res_partner_4680","TATARASA PRIMATAMA, PT","SUPP406 EUR","Rk Sen Niaga Puri Indah Bl.T2/23 Kembangan Jakarta 11610",,,,,,,,"TRUE","TRUE",
"res_partner_4690","TATARASA PRIMATAMA, PT","SUPP406 USD","Rk Sen Niaga Puri Indah Bl.T2/23 Kembangan Jakarta 11610",,,,,,,,"TRUE","TRUE",
"res_partner_4700","TECHCOMP INDOTECH, PT","SUPP407","Jl. Raya Pondok Gede No.5",,,"02.723.552.2-005.000",,,,,"TRUE","TRUE",
"res_partner_4710","TEGAR INTI SENTOSA, PT","SUPP408","Jl. Teuku Cik Ditiro 16 Jakarta",,"021-3106767","01.323.954.6-073.000",,"021-3102256",,,"TRUE","TRUE",
"res_partner_4720","TEGUH TEKNIK, PD","SUPP409","Ps. Cikapundung",,,,,,,,"TRUE","TRUE",
"res_partner_4730","TEKAD MAKMUR","SUPP410","Jl. Cikapundung",,,,,,,,"TRUE","TRUE",
"res_partner_4740","TEKAD, PD","SUPP411","JL. KARAPITAN",,,,,,,,"TRUE","TRUE",
"res_partner_4750","TERATE PLASTIK, PD","SUPP412","JL.Terate no.22 Bandung",,"022-7312720",,,"022-7307409",,,"TRUE","TRUE",
"res_partner_4760","TERUS JAYA","SUPP413","Jl. Astana Anyar No. 124B Bandung",,"022-6018712",,,,,,"TRUE","TRUE",
"res_partner_4770","THE UNITED STORES PHARMACEUTICAL","SUPP414","12601 Twinbrook Parkway",,,,,,,,"TRUE","TRUE",
"res_partner_4780","THE UNITED STORES PHARMACEUTICAL","SUPP414 USD","12601 Twinbrook Parkway",,,,,,,,"TRUE","TRUE",
"res_partner_4790","TIGA ARGA, PD","SUPP415",,,,,,,,,"TRUE","TRUE",
"res_partner_4800","TIGA SRIKANDI JAYA, PT","SUPP416","Jl. Raya Penggilingan TPI Blok M/19 Jakarta",,"021-4802118","02.010.160.6-007.000",,"021-48703026",,,"TRUE","TRUE",
"res_partner_4810","TIGA SRIKANDI JAYA, PT","SUPP416 USD","Jl. Raya Penggilingan TPI Blok M/19 Jakarta",,,,,,,,"TRUE","TRUE",
"res_partner_4820","TIGAKA DISTRINDO PERKASA, PT","SUPP417 USD","Jl. Tanah Abang II/37 Jakarta",,"021-3508980","01.622.368.7-073.000",,"021-3455134",,,"TRUE","TRUE",
"res_partner_4830","TIKA COPY CERVICE","SUPP418","Jl. K.H. Ibrahim Adji 4",,,,,,,,"TRUE","TRUE",
"res_partner_4840","TIKINDO","SUPP419",,,,,,,,,"TRUE","TRUE",
"res_partner_4850","TIRTA ALAM ABADI, PT","SUPP420","Jl. RE. Martadinata, Ancol",,,"01.984.175.8-044.000",,,,,"TRUE","TRUE",
"res_partner_4860","TIRTAWENING","SUPP421","Jl. Atlas 6 Lt.2 Antapani",,,,,,,,"TRUE","TRUE",
"res_partner_4870","TITIAN ABADI LESTARI, PT","SUPP422","Jl. Agung Karya III Blok D Kav. 6",,,"01.392.746.2-046.000",,,,,"TRUE","TRUE",
"res_partner_4880","TITIAN ABADI LESTARI, PT","SUPP422 EUR","Jl. Agung Karya III Blok D Kav. 6",,,,,,,,"TRUE","TRUE",
"res_partner_4890","TNT SKYPAK INTERNASIONAL, PT","SUPP423","Jl. Soekarno-Hatta Bandung",,"022-7335117","02.914.244.5-012.000",,,,,"TRUE","TRUE",
"res_partner_4900","TNT SKYPAK INTERNASIONAL EXPRESS, PT","SUPP423 USD","Jl. Jend. Sudirman Kav 61-62 kebayoran Baru","Jakarta Selatan",,"02.914.244.5-012.000",,,,,"TRUE","TRUE",
"res_partner_4910","TOGA PUTRA","SUPP424","Jl. Boulevard Gading Raya Blok AA3/37",,,,,,,,"TRUE","TRUE",
"res_partner_4920","TOKO AN","SUPP425","Jl. Sudirman No. 55",,,,,,,,"TRUE","TRUE",
"res_partner_4930","TOKO BESI TEGUH","SUPP426","JL. Karapitan",,,,,,,,"TRUE","TRUE",
"res_partner_4940","TOKO BUDHI","SUPP427","JL. Cibadak No.110 Bandung",,"022-4206984",,,"022-4216238",,,"TRUE","TRUE",
"res_partner_4950","TOKO DUCOLUX","SUPP428","Jl. Suniaraja No. 68 Bandung",,"022-4239618/4236938",,,,,,"TRUE","TRUE",
"res_partner_4960","TOKO HAPSENG","SUPP429","Jl. Banceuy No. 61 Bandung",,"022-4207741/4235175",,,"022-4212265",,,"TRUE","TRUE",
"res_partner_4970","TOKO IRON","SUPP430","Jl. Suniaraja No. 76 Bandung",,"022-4235362",,,"022-4234920",,,"TRUE","TRUE",
"res_partner_4980","TOKO MARGACINTA","SUPP431","Jl. Margacinta",,,,,,,,"TRUE","TRUE",
"res_partner_4990","TOKO MULIA","SUPP432","Jl. Banceuy No. 84",,,,,,,,"TRUE","TRUE",
"res_partner_5000","TOKO PLASTIK RAJAWALI","SUPP433","Jl. Margacinta",,,,,,,,"TRUE","TRUE",
"res_partner_5010","TOKO PLASTIK SEMAR","SUPP434","Jl. Margacinta",,,,,,,,"TRUE","TRUE",
"res_partner_5020","TOKO SANIROSA","SUPP435","Jl. Trs. Kiaracondong 43 Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_5030","TOKO SEGER","SUPP436","Jl. Ahmad Y No. 83",,,,,,,,"TRUE","TRUE",
"res_partner_5040","TOKO SENTOSA","SUPP437","JL.Pungkur",,,,,,,,"TRUE","TRUE",
"res_partner_5050","TOKO SETUJU","SUPP438","Jl. Jend. A. Yani No.205",,,,,,,,"TRUE","TRUE",
"res_partner_5060","TOKO SINAR ABADI","SUPP439","JL.CIBADAK NO.226",,,,,,,,"TRUE","TRUE",
"res_partner_5070","TOKO SINAR HARAPAN","SUPP440","Gg. Suniaraja No. 55 Bandung",,"022-4206245",,,"022-4202070",,,"TRUE","TRUE",
"res_partner_5080","TOKO SINAR TERANG BAUD","SUPP441","Jl. Karapitan 16B",,,,,,,,"TRUE","TRUE",
"res_partner_5090","TOKO TANI SUGIH","SUPP442","JL.Pasir Kaliki no.14",,,,,,,,"TRUE","TRUE",
"res_partner_5100","TRANSLINDO NUSA PACIFIC, PT","SUPP443",,,,,,,,,"TRUE","TRUE",
"res_partner_5110","TRI SAKTI","SUPP444","Ps Cikapuncung Lt. II Blok O No. 11 Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_5120","TRIJAYA PACK (WAWAN HALIM), PT","SUPP445","JL.Garuda no.99 Bandung",,"022-6034037","06.686.183.2-428.000",,"022-6030440",,,"TRUE","TRUE",
"res_partner_5130","TRIJAYA USAHA MANDIRI, PT","SUPP446","Jl. Margacinta - Ciwastra",,,"02.576.020.8-415.000",,,,,"TRUE","TRUE",
"res_partner_5140","TRIKI JAYA SENTOSA","SUPP447","Jl. Sumur Bor raya No. 31",,,,,,,,"TRUE","TRUE",
"res_partner_5150","TRIPLEK PUNGKUR","SUPP448","Jl. Pungkur",,,,,,,,"TRUE","TRUE",
"res_partner_5160","TRISAKTI MEKARMANDIRI, PT","SUPP449","Jl. Kedoya Duri raya Blok A2/4",,,"01.573.983.2-039.000",,,,,"TRUE","TRUE",
"res_partner_5170","TRIVIA CARGOUTAMA EXPRESS","SUPP450","Jl. Parakan Indah No.2A Buahbatu",,,,,,,,"TRUE","TRUE",
"res_partner_5180","TUNGGAL JAYA EXPRESSINDO, PT","SUPP451","Jl. Soekarno-Hatta No. 101 B",,,,,,,,"TRUE","TRUE",
"res_partner_5190","TUNGGAL JAYA PLASTIK, PT","SUPP452","Jl. Raya Karanggan Muda Kav.A RT. 04/05 Bogor",,"021-8677888","01.445.696.6-425.001",,"021-8677878",,,"TRUE","TRUE",
"res_partner_5200","UNIJAYA PRATAMA, PT","SUPP453","Jl. Jembatan Dua Raya 11N Jakarta",,"021-6600219","01.891.949.8-038.000",,"021-6680430",,,"TRUE","TRUE",
"res_partner_5210","UNLIMIT KOMPUTER","SUPP454","Komp. Jaya Plaza",,,,,,,,"TRUE","TRUE",
"res_partner_5220","USAHA JAYA, PD","SUPP455","Jl.Cibadak no.133",,,,,,,,"TRUE","TRUE",
"res_partner_5230","USAHA TEKNIK","SUPP456","Jl. Raya Banjaran KM. 14 Bandung",,"022-5946985",,,,,,"TRUE","TRUE",
"res_partner_5240","USAHA TEKNIK, PD","SUPP457","JL.ABC No.85 Ps. Cikapundung Los D8 Bandung",,"022-4207647",,,,,,"TRUE","TRUE",
