"id","default_code","name","seller_ids/product_name","seller_ids/name","uom_id","uom_po_id","categ_id","list_price","route_ids","cost_method","valuation","type","purchase_ok","active","sale_ok","is_header"
"bahan_baku_12400","CIN0610300","IB Dexamethason inj 1 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12410","CIN0620100","IB Diphenhidramin inj 1 ml ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12420","CIN0620200","IB Diphenhidramin inj 1 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12430","CIN0620300","IB Diphenhidramin inj 1 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12440","CIN0630100","IB Dobutamine 25 mg inj 10 ml ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12450","CIN0630200","IB Dobutamine 25 mg inj 10 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12460","CIN0630300","IB Dobutamine 25 mg inj 10 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12470","CIN0640100","IB Erythromycin 250 mg ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12480","CIN0640200","IB Erythromycin 250 mg ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12490","CIN0640300","IB Erythromycin 250 mg ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12500","CIN0650100","IB Fluza Kapl @ 10 blister",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12510","CIN0650200","IB Fluza Kapl @ 10 blister",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12520","CIN0660100","IB Fluza Kapl @ 10 blister",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12530","CIN0670100","IB Glocef 1 gram Serbuk inj",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12540","CIN0670200","IB Glocef 1 gram Serbuk inj",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12550","CIN0670300","IB Glocef 1 gram Serbuk inj",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12560","CIN0680100","IB Glojaya Injeksi 10 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12570","CIN0680200","IB Glojaya Injeksi 10 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12580","CIN0690100","IB Glojaya inj 100 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12590","CIN0690200","IB Glojaya inj 100 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12600","CIN0700100","IB Glomasin 150 mg Kaps ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12610","CIN0700200","IB Glomasin 150 mg Kaps ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12620","CIN0710100","IB Glomasin 300 mg Kaps",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12630","CIN0710200","IB Glomasin 300 mg Kaps",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12640","CIN0720100","IB Glomethyl inj 2 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12650","CIN0720200","IB Glomethyl inj 2 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12660","CIN0730100","IB Glomin 40 mg/mL inj @ 5 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12670","CIN0730200","IB Glomin 40 mg/mL inj @ 5 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12680","CIN0740100","IB Glosix 10 mg inj @ 5 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12690","CIN0740200","IB Glosix 10 mg inj @ 5 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12700","CIN0750100","IB Glotron inj 2 ml @ 5 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12710","CIN0750200","IB Glotron inj 2 ml @ 5 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12720","CIN0760100","IB Glotron inj 4 ml @ 5 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12730","CIN0760200","IB Glotron inj 4 ml @ 5 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12740","CIN0770100","IB Kosaka kaplet ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12750","CIN0770200","IB Kosaka kaplet ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12760","CIN0780100","IB Kosaka Tablet",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12770","CIN0780200","IB Kosaka Tablet",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12780","CIN0790100","IB Kosaka Syrup 60 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12790","CIN0790200","IB Kosaka Syrup 60 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12800","CIN0800100","IB Lamata sc @ 30 kaps",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12810","CIN0800200","IB Lamata sc @ 30 kaps",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12820","CIN0810100","IB Lidocain 2% inj 2 ml ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12830","CIN0810200","IB Lidocain 2% inj 2 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12840","CIN0810300","IB Lidocain 2% inj 2 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12850","CIN0820100","IB Lidocain Comp. 2% inj 2 ml",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12860","CIN0820200","IB Lidocain Comp. 2% inj 2 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12870","CIN0820300","IB Lidocain Comp. 2% inj 2 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12880","CIN0830100","IB Lunex 100 mg 5 ml @ 10 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12890","CIN0830200","IB Lunex 100 mg 5 ml @ 10 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12900","CIN0840100","IB Lunex 50 mg 5 ml @ 10 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12910","CIN0840200","IB Lunex 50 mg 5 ml @ 10 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12920","CIN0850100","IB Matosin inj 1 ml @ 10 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12930","CIN0850200","IB Matosin inj 1 ml @ 10 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12940","CIN0860100","IB Matosin inj 10 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12950","CIN0860200","IB Matosin inj 10 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12960","CIN0870100","IB Methylergometrin  inj 1 ml ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12970","CIN0870200","IB Methylergometrin  inj 1 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12980","CIN0870300","IB Methylergometrin  inj 1 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_12990","CIN0880100","IB OBH Lucas Syr botol Gepeng",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13000","CIN0880200","IB OBH Lucas Syr botol Gepeng",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13010","CIN0890100","IB OBH Syrup 100 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13020","CIN0890200","IB OBH Syrup 100 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13030","CIN0900100","IB OBH Syr 100 ml Exp Btl Gpg ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13040","CIN0900200","IB OBH Syr 100 ml Exp Btl Gpg ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13050","CIN0910100","IB Oximak Kapsul @ 30 kapsul",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13060","CIN0910200","IB Oximak Kapsul @ 30 kapsul",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13070","CIN0920100","IB Pacillin DS 60 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13080","CIN0920200","IB Pacillin DS 60 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13090","CIN0930100","IB Pacimox DS 60 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13100","CIN0930200","IB Pacimox DS 60 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13110","CIN0940100","IB Papaverin inj 10 ml ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13120","CIN0940200","IB Papaverin inj 10 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13130","CIN0940300","IB Papaverin inj 10 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13140","CIN0950100","IB Papaverin inj 1 ml ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13150","CIN0950200","IB Papaverin inj 1 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13160","CIN0950300","IB Papaverin inj 1 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13170","CIN0960100","IB Phenol Glyserol 10 % ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13180","CIN0960200","IB Phenol Glyserol 10 % ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13190","CIN0960300","IB Phenol Glyserol 10 % ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13200","CIN0970100","IB Piracetam 200 mg inj 15 ml  ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13210","CIN0970200","IB Piracetam 200 mg inj 15 ml  ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13220","CIN0980100","IB Piracetam 200 mg inj 5 ml  ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13230","CIN0980200","IB Piracetam 200 mg inj 5 ml  ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13240","CIN0990100","IB Protusin Syrup 100 ml export",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13250","CIN0990200","IB Protusin Syrup 100 ml export",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13260","CIN1000100","IB Renxon 1 gram serbuk inj",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13270","CIN1000200","IB Renxon 1 gram serbuk inj",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13280","CIN1000300","IB Renxon 1 gram serbuk inj",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13290","CIN1010100","IB Rosan kapsul @ 30 kapsul",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13300","CIN1010200","IB Rosan kapsul @ 30 kapsul",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13310","CIN1020100","IB Sanmino Syrup 120 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13320","CIN1020200","IB Sanmino Syrup 120 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13330","CIN1030100","IB Vit B Comp inj 10 ml ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13340","CIN1030200","IB Vit B Comp inj 10 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13350","CIN1030300","IB Vit B Comp inj 10 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13360","CIN1040100","IB Vit B Comp inj 20 ml",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13370","CIN1040200","IB Vit B Comp inj 20 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13380","CIN1040300","IB Vit B Comp inj 20 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13390","CIN1050100","IB Vit B1 100 mg inj @ 30 amp",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13400","CIN1050200","IB Vit B1 100 mg inj @ 30 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13410","CIN1050300","IB Vit B1 100 mg inj @ 30 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13420","CIN1060100","IB Vit B12 500 mcg inj 1 ml",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13430","CIN1060200","IB Vit B12 500 mcg inj 1 ml",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13440","CIN1060300","IB Vit B12 500 mcg inj 1 ml",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13450","CIN1070100","IB vit B12 500 mcg inj 10 ml ",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13460","CIN1070200","IB vit B12 500 mcg inj 10 ml ",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13470","CIN1070300","IB vit B12 500 mcg inj 10 ml ",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13480","CIN1080101","IB vit K inj 1 ml @ 30 amp",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13490","CIN1080200","IB vit K inj 1 ml @ 30 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13500","CIN1080300","IB vit K inj 1 ml @ 30 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13510","CIN1090101","IB vit K inj 1 ml @ 100 amp",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13520","CIN1090200","IB vit K inj 1 ml @ 100 amp",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13530","CIN1090300","IB vit K inj 1 ml @ 100 amp",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13540","CIN1100100","IB Zentropil 100 mg @ 10 blist",,"Boegar","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13550","CIN1100200","IB Zentropil 100 mg @ 10 blist",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13560","CIN1100300","IB Zentropil 100 mg @ 10 blist",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13570","CIN1110100","IB Camikolin Syrup 60 ml (exsport)",,"Mutiara Offset P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_13580","CIN1110200","IB Camikolin Syrup 60 ml (exsport)",,"Maestro Print","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
