id,diagnosis,name,description,description_1,exclusion_f,pre_existing_f,standard_fee,standard_treatment_day,diagnosis_map,poly,last_opr,allowed_f,last_update
diagnosis5895,M92.3,Other juvenile osteochondrosis of upper limb,Other juvenile osteochondrosis of upper limb,,0,0,0,0,13923,,,1,
diagnosis5896,M92.4,Juvenile osteochondrosis of patella,Juvenile osteochondrosis of patella,,0,0,0,0,13924,,,1,
diagnosis5897,M92.5,Juvenile osteochondrosis of tibia and fibula,Juvenile osteochondrosis of tibia and fibula,,0,0,0,0,13925,,,1,
diagnosis5898,M92.6,Juvenile osteochondrosis of tarsus,Juvenile osteochondrosis of tarsus,,0,0,0,0,13926,,,1,
diagnosis5899,M92.7,Juvenile osteochondrosis of metatarsus,Juvenile osteochondrosis of metatarsus,,0,0,0,0,13927,,,1,
diagnosis5900,M92.8,Other specified juvenile osteochondrosis,Other specified juvenile osteochondrosis,,0,0,0,0,13928,,,1,
diagnosis5901,M92.9,"Juvenile osteochondrosis, unspecified","Juvenile osteochondrosis, unspecified",,0,0,0,0,13929,,,1,
diagnosis5902,M93,Other osteochondropathies,Other osteochondropathies,,0,0,0,0,1393,,,1,
diagnosis5903,M93.0,Slipped upper femoral epiphysis (nontraumatic),Slipped upper femoral epiphysis (nontraumatic),,0,0,0,0,13930,,,1,
diagnosis5904,M93.1,Kienb”ck's disease of adults,Kienb”ck's disease of adults,,0,0,0,0,13931,,,1,
diagnosis5905,M93.2,Osteochondritis dissecans,Osteochondritis dissecans,,0,0,0,0,13932,,,1,
diagnosis5906,M93.8,Other specified osteochondropathies,Other specified osteochondropathies,,0,0,0,0,13938,,,1,
diagnosis5907,M93.9,"Osteochondropathy, unspecified","Osteochondropathy, unspecified",,0,0,0,0,13939,,,1,
diagnosis5908,M94,Other disorders of cartilage,Other disorders of cartilage,,0,0,0,0,1394,,,1,
diagnosis5909,M94.0,Chondrocostal junction syndrome [Tietze],Chondrocostal junction syndrome [Tietze],,0,0,0,0,13940,,,1,
diagnosis5910,M94.1,Relapsing polychondritis,Relapsing polychondritis,,0,0,0,0,13941,,,1,
diagnosis5911,M94.2,Chondromalacia,Chondromalacia,,0,0,0,0,13942,,,1,
diagnosis5912,M94.3,Chondrolysis,Chondrolysis,,0,0,0,0,13943,,,1,
diagnosis5913,M94.8,Other specified disorders of cartilage,Other specified disorders of cartilage,,0,0,0,0,13948,,,1,
diagnosis5914,M94.9,"Disorder of cartilage, unspecified","Disorder of cartilage, unspecified",,0,0,0,0,13949,,,1,
diagnosis5915,M95,Other acquired deformities of musculoskeletal system and connectivetissue,Other acquired deformities of musculoskeletal system and connectivetissue,,0,0,0,0,1395,,,1,
diagnosis5916,M95.0,Acquired deformity of nose,Acquired deformity of nose,,0,0,0,0,13950,,,1,
diagnosis5917,M95.1,Cauliflower ear,Cauliflower ear,,0,0,0,0,13951,,,1,
diagnosis5918,M95.2,Other acquired deformity of head,Other acquired deformity of head,,0,0,0,0,13952,,,1,
diagnosis5919,M95.3,Acquired deformity of neck,Acquired deformity of neck,,0,0,0,0,13953,,,1,
diagnosis5920,M95.4,Acquired deformity of chest and rib,Acquired deformity of chest and rib,,0,0,0,0,13954,,,1,
diagnosis5921,M95.5,Acquired deformity of pelvis,Acquired deformity of pelvis,,0,0,0,0,13955,,,1,
diagnosis5922,M95.8,Other specified acquired deformities of musculoskeletal system,Other specified acquired deformities of musculoskeletal system,,0,0,0,0,13958,,,1,
diagnosis5923,M95.9,"Acquired deformity of musculoskeletal system, unspecified","Acquired deformity of musculoskeletal system, unspecified",,0,0,0,0,13959,,,1,
diagnosis5924,M96,"Postprocedural musculoskeletal disorders, not elsewhere classified","Postprocedural musculoskeletal disorders, not elsewhere classified",,0,0,0,0,1396,,,1,
diagnosis5925,M96.0,Pseudarthrosis after fusion or arthrodesis,Pseudarthrosis after fusion or arthrodesis,,0,0,0,0,13960,,,1,
diagnosis5926,M96.1,"Postlaminectomy syndrome, not elsewhere classified","Postlaminectomy syndrome, not elsewhere classified",,0,0,0,0,13961,,,1,
diagnosis5927,M96.2,Postradiation kyphosis,Postradiation kyphosis,,0,0,0,0,13962,,,1,
diagnosis5928,M96.3,Postlaminectomy kyphosis,Postlaminectomy kyphosis,,0,0,0,0,13963,,,1,
diagnosis5929,M96.4,Postsurgical lordosis,Postsurgical lordosis,,0,0,0,0,13964,,,1,
diagnosis5930,M96.5,Postradiation scoliosis,Postradiation scoliosis,,0,0,0,0,13965,,,1,
diagnosis5931,M96.6,"Fracture of bone following insertion of orthopaedic implant, jointprosthesis, or bone plate","Fracture of bone following insertion of orthopaedic implant, jointprosthesis, or bone plate",,0,0,0,0,13966,,,1,
diagnosis5932,M96.8,Other postprocedural musculoskeletal disorders,Other postprocedural musculoskeletal disorders,,0,0,0,0,13968,,,1,
diagnosis5933,M96.9,"Postprocedural musculoskeletal disorder, unspecified","Postprocedural musculoskeletal disorder, unspecified",,0,0,0,0,13969,,,1,
diagnosis5934,M99,"Biomechanical lesions, not elsewhere classified","Biomechanical lesions, not elsewhere classified",,0,0,0,0,1399,,,1,
diagnosis5935,M99.0,Segmental and somatic dysfunction,Segmental and somatic dysfunction,,0,0,0,0,13990,,,1,
diagnosis5936,M99.1,Subluxation complex (vertebral),Subluxation complex (vertebral),,0,0,0,0,13991,,,1,
diagnosis5937,M99.2,Subluxation stenosis of neural canal,Subluxation stenosis of neural canal,,0,0,0,0,13992,,,1,
diagnosis5938,M99.3,Osseous stenosis of neural canal,Osseous stenosis of neural canal,,0,0,0,0,13993,,,1,
diagnosis5939,M99.4,Connective tissue stenosis of neural canal,Connective tissue stenosis of neural canal,,0,0,0,0,13994,,,1,
diagnosis5940,M99.5,Intervertebral disc stenosis of neural canal,Intervertebral disc stenosis of neural canal,,0,0,0,0,13995,,,1,
diagnosis5941,M99.6,Osseous and subluxation stenosis of intervertebral foramina,Osseous and subluxation stenosis of intervertebral foramina,,0,0,0,0,13996,,,1,
diagnosis5942,M99.7,Connective tissue and disc stenosis of intervertebral foramina,Connective tissue and disc stenosis of intervertebral foramina,,0,0,0,0,13997,,,1,
diagnosis5943,M99.8,Other biomechanical lesions,Other biomechanical lesions,,0,0,0,0,13998,,,1,
diagnosis5944,M99.9,"Biomechanical lesion, unspecified","Biomechanical lesion, unspecified",,0,0,0,0,13999,,,1,
diagnosis5945,N00,ACUTE NEPHRITIC SYNDROME,ACUTE NEPHRITIC SYNDROME,,0,0,,,1400,,,1,
diagnosis5946,N00.0,"Acute nephritic syndrome, minor glomerular abnormality","Acute nephritic syndrome, minor glomerular abnormality",,0,0,0,0,14000,,,1,
diagnosis5947,N00.1,"Acute nephritic syndrome, focal and segmental glomerular lesions","Acute nephritic syndrome, focal and segmental glomerular lesions",,0,0,0,0,14001,,,1,
diagnosis5948,N00.2,"Acute nephritic syndrome, diffuse membranous glomerulonephritis","Acute nephritic syndrome, diffuse membranous glomerulonephritis",,0,0,0,0,14002,,,1,
diagnosis5949,N00.3,"Acute nephritic syndrome, diffuse mesangial proliferativeglomerulonephritis","Acute nephritic syndrome, diffuse mesangial proliferativeglomerulonephritis",,0,0,0,0,14003,,,1,
diagnosis5950,N00.4,"Acute nephritic syndrome, diffuse endocapillary proliferativeglomerulonephritis","Acute nephritic syndrome, diffuse endocapillary proliferativeglomerulonephritis",,0,0,0,0,14004,,,1,
diagnosis5951,N00.5,"Acute nephritic syndrome, diffuse mesangiocapillaryglomerulonephritis","Acute nephritic syndrome, diffuse mesangiocapillaryglomerulonephritis",,0,0,0,0,14005,,,1,
diagnosis5952,N00.6,"Acute nephritic syndrome, dense deposit disease","Acute nephritic syndrome, dense deposit disease",,0,0,0,0,14006,,,1,
diagnosis5953,N00.7,"Acute nephritic syndrome, diffuse crescentic glomerulonephritis","Acute nephritic syndrome, diffuse crescentic glomerulonephritis",,0,0,0,0,14007,,,1,
diagnosis5954,N00.8,"Acute nephritic syndrome, other","Acute nephritic syndrome, other",,0,0,0,0,14008,,,1,
diagnosis5955,N00.9,"Acute nephritic syndrome, unspecified","Acute nephritic syndrome, unspecified",,0,0,0,0,14009,,,1,
diagnosis5956,N01,Rapidly progressive nephritic syndrome,Rapidly progressive nephritic syndrome,,0,0,0,0,1401,,,1,
diagnosis5957,N01.0,"Rapidly progressive nephritic syndrome, minor glomerular abnormality","Rapidly progressive nephritic syndrome, minor glomerular abnormality",,0,0,0,0,14010,,,1,
diagnosis5958,N01.1,"Rapidly progressive nephritic syndrome, focal and segmentalglomerular lesions","Rapidly progressive nephritic syndrome, focal and segmentalglomerular lesions",,0,0,0,0,14011,,,1,
diagnosis5959,N01.2,"Rapidly progressive nephritic syndrome, diffuse membranousglomerulonephritis","Rapidly progressive nephritic syndrome, diffuse membranousglomerulonephritis",,0,0,0,0,14012,,,1,
diagnosis5960,N01.3,"Rapidly progressive nephritic syndrome, diffuse mesangialproliferative glomerulonephritis","Rapidly progressive nephritic syndrome, diffuse mesangialproliferative glomerulonephritis",,0,0,0,0,14013,,,1,
diagnosis5961,N01.4,"Rapidly progressive nephritic syndrome, diffuse endocapillaryproliferative glomerulonephritis","Rapidly progressive nephritic syndrome, diffuse endocapillaryproliferative glomerulonephritis",,0,0,0,0,14014,,,1,
diagnosis5962,N01.5,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillaryglomerulonephritis","Rapidly progressive nephritic syndrome, diffuse mesangiocapillaryglomerulonephritis",,0,0,0,0,14015,,,1,
diagnosis5963,N01.6,"Rapidly progressive nephritic syndrome, dense deposit disease","Rapidly progressive nephritic syndrome, dense deposit disease",,0,0,0,0,14016,,,1,
diagnosis5964,N01.7,"Rapidly progressive nephritic syndrome, diffuse crescenticglomerulonephritis","Rapidly progressive nephritic syndrome, diffuse crescenticglomerulonephritis",,0,0,0,0,14017,,,1,
diagnosis5965,N01.8,"Rapidly progressive nephritic syndrome, other","Rapidly progressive nephritic syndrome, other",,0,0,0,0,14018,,,1,
diagnosis5966,N01.9,"Rapidly progressive nephritic syndrome, unspecified","Rapidly progressive nephritic syndrome, unspecified",,0,0,0,0,14019,,,1,
diagnosis5967,N02,RECURRENT AND PERSISTENT HAEMATURIA,RECURRENT AND PERSISTENT HAEMATURIA,,0,0,,,1402,,,1,
diagnosis5968,N02.0,"Recurrent and persistent haematuria, minor glomerular abnormality","Recurrent and persistent haematuria, minor glomerular abnormality",,0,0,0,0,14020,,,1,
diagnosis5969,N02.1,"Recurrent and persistent haematuria, focal and segmental glomerularlesions","Recurrent and persistent haematuria, focal and segmental glomerularlesions",,0,0,0,0,14021,,,1,
diagnosis5970,N02.2,"Recurrent and persistent haematuria, diffuse membranousglomerulonephritis","Recurrent and persistent haematuria, diffuse membranousglomerulonephritis",,0,0,0,0,14022,,,1,
diagnosis5971,N02.3,"Recurrent and persistent haematuria, diffuse mesangial proliferativeglomerulonephritis","Recurrent and persistent haematuria, diffuse mesangial proliferativeglomerulonephritis",,0,0,0,0,14023,,,1,
diagnosis5972,N02.4,"Recurrent and persistent haematuria, diffuse endocapillaryproliferative glomerulonephritis","Recurrent and persistent haematuria, diffuse endocapillaryproliferative glomerulonephritis",,0,0,0,0,14024,,,1,
diagnosis5973,N02.5,"Recurrent and persistent haematuria, diffuse mesangiocapillaryglomerulonephritis","Recurrent and persistent haematuria, diffuse mesangiocapillaryglomerulonephritis",,0,0,0,0,14025,,,1,
diagnosis5974,N02.6,"Recurrent and persistent haematuria, dense deposit disease","Recurrent and persistent haematuria, dense deposit disease",,0,0,0,0,14026,,,1,
diagnosis5975,N02.7,"Recurrent and persistent haematuria, diffuse crescenticglomerulonephritis","Recurrent and persistent haematuria, diffuse crescenticglomerulonephritis",,0,0,0,0,14027,,,1,
diagnosis5976,N02.8,"Recurrent and persistent haematuria, other","Recurrent and persistent haematuria, other",,0,0,0,0,14028,,,1,
diagnosis5977,N02.9,"Recurrent and persistent haematuria, unspecified","Recurrent and persistent haematuria, unspecified",,0,0,0,0,14029,,,1,
diagnosis5978,N03,CHRONIC NEPHRITIC SYNDROME,CHRONIC NEPHRITIC SYNDROME,,0,0,,,1403,,,1,
diagnosis5979,N03.0,"Chronic nephritic syndrome, minor glomerular abnormality","Chronic nephritic syndrome, minor glomerular abnormality",,0,0,0,0,14030,,,1,
diagnosis5980,N03.1,"Chronic nephritic syndrome, focal and segmental glomerular lesions","Chronic nephritic syndrome, focal and segmental glomerular lesions",,0,0,0,0,14031,,,1,
diagnosis5981,N03.2,"Chronic nephritic syndrome, diffuse membranous glomerulonephritis","Chronic nephritic syndrome, diffuse membranous glomerulonephritis",,0,0,0,0,14032,,,1,
diagnosis5982,N03.3,"Chronic nephritic syndrome, diffuse mesangial proliferativeglomerulonephritis","Chronic nephritic syndrome, diffuse mesangial proliferativeglomerulonephritis",,0,0,0,0,14033,,,1,
diagnosis5983,N03.4,"Chronic nephritic syndrome, diffuse endocapillary proliferativeglomerulonephritis","Chronic nephritic syndrome, diffuse endocapillary proliferativeglomerulonephritis",,0,0,0,0,14034,,,1,
diagnosis5984,N03.5,"Chronic nephritic syndrome, diffuse mesangiocapillaryglomerulonephritis","Chronic nephritic syndrome, diffuse mesangiocapillaryglomerulonephritis",,0,0,0,0,14035,,,1,
diagnosis5985,N03.6,"Chronic nephritic syndrome, dense deposit disease","Chronic nephritic syndrome, dense deposit disease",,0,0,0,0,14036,,,1,
diagnosis5986,N03.7,"Chronic nephritic syndrome, diffuse crescentic glomerulonephritis","Chronic nephritic syndrome, diffuse crescentic glomerulonephritis",,0,0,0,0,14037,,,1,
diagnosis5987,N03.8,"Chronic nephritic syndrome, other","Chronic nephritic syndrome, other",,0,0,0,0,14038,,,1,
diagnosis5988,N03.9,"Chronic nephritic syndrome, unspecified","Chronic nephritic syndrome, unspecified",,0,0,0,0,14039,,,1,
diagnosis5989,N04,NEPHROTIC SYNDROME,NEPHROTIC SYNDROME,,0,0,,,1404,,,1,
diagnosis5990,N04.0,"Nephrotic syndrome, minor glomerular abnormality","Nephrotic syndrome, minor glomerular abnormality",,0,0,0,0,14040,,,1,
diagnosis5991,N04.1,"Nephrotic syndrome, focal and segmental glomerular lesions","Nephrotic syndrome, focal and segmental glomerular lesions",,0,0,0,0,14041,,,1,
diagnosis5992,N04.2,"Nephrotic syndrome, diffuse membranous glomerulonephritis","Nephrotic syndrome, diffuse membranous glomerulonephritis",,0,0,0,0,14042,,,1,
diagnosis5993,N04.3,"Nephrotic syndrome, diffuse mesangial proliferativeglomerulonephritis","Nephrotic syndrome, diffuse mesangial proliferativeglomerulonephritis",,0,0,0,0,14043,,,1,
diagnosis5994,N04.4,"Nephrotic syndrome, diffuse endocapillary proliferativeglomerulonephritis","Nephrotic syndrome, diffuse endocapillary proliferativeglomerulonephritis",,0,0,0,0,14044,,,1,
diagnosis5995,N04.5,"Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis","Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis",,0,0,0,0,14045,,,1,
diagnosis5996,N04.6,"Nephrotic syndrome, dense deposit disease","Nephrotic syndrome, dense deposit disease",,0,0,0,0,14046,,,1,
diagnosis5997,N04.7,"Nephrotic syndrome, diffuse crescentic glomerulonephritis","Nephrotic syndrome, diffuse crescentic glomerulonephritis",,0,0,0,0,14047,,,1,
diagnosis5998,N04.8,"Nephrotic syndrome, other","Nephrotic syndrome, other",,0,0,0,0,14048,,,1,
diagnosis5999,N04.9,"Nephrotic syndrome, unspecified","Nephrotic syndrome, unspecified",,0,0,0,0,14049,,,1,
diagnosis6000,N05,Unspecified nephritic syndrome,Unspecified nephritic syndrome,,0,0,0,0,1405,,,1,
diagnosis6001,N05.0,"Unspecified nephritic syndrome, minor glomerular abnormality","Unspecified nephritic syndrome, minor glomerular abnormality",,0,0,0,0,14050,,,1,
diagnosis6002,N05.1,"Unspecified nephritic syndrome, focal and segmental glomerularlesions","Unspecified nephritic syndrome, focal and segmental glomerularlesions",,0,0,0,0,14051,,,1,
diagnosis6003,N05.2,"Unspecified nephritic syndrome, diffuse membranousglomerulonephritis","Unspecified nephritic syndrome, diffuse membranousglomerulonephritis",,0,0,0,0,14052,,,1,
diagnosis6004,N05.3,"Unspecified nephritic syndrome, diffuse mesangial proliferativeglomerulonephritis","Unspecified nephritic syndrome, diffuse mesangial proliferativeglomerulonephritis",,0,0,0,0,14053,,,1,
diagnosis6005,N05.4,"Unspecified nephritic syndrome, diffuse endocapillary proliferativeglomerulonephritis","Unspecified nephritic syndrome, diffuse endocapillary proliferativeglomerulonephritis",,0,0,0,0,14054,,,1,
diagnosis6006,N05.5,"Unspecified nephritic syndrome, diffuse mesangiocapillaryglomerulonephritis","Unspecified nephritic syndrome, diffuse mesangiocapillaryglomerulonephritis",,0,0,0,0,14055,,,1,
diagnosis6007,N05.6,"Unspecified nephritic syndrome, dense deposit disease","Unspecified nephritic syndrome, dense deposit disease",,0,0,0,0,14056,,,1,
diagnosis6008,N05.7,"Unspecified nephritic syndrome, diffuse crescenticglomerulonephritis","Unspecified nephritic syndrome, diffuse crescenticglomerulonephritis",,0,0,0,0,14057,,,1,
diagnosis6009,N05.8,"Unspecified nephritic syndrome, other","Unspecified nephritic syndrome, other",,0,0,0,0,14058,,,1,
diagnosis6010,N05.9,"Unspecified nephritic syndrome, unspecified","Unspecified nephritic syndrome, unspecified",,0,0,0,0,14059,,,1,
diagnosis6011,N06,Isolated proteinuria with specified morphological lesion,Isolated proteinuria with specified morphological lesion,,0,0,0,0,1406,,,1,
diagnosis6012,N06.0,Isolated proteinuria with minor glomerular abnormality,Isolated proteinuria with minor glomerular abnormality,,0,0,0,0,14060,,,1,
diagnosis6013,N06.1,Isolated proteinuria with focal and segmental glomerular lesions,Isolated proteinuria with focal and segmental glomerular lesions,,0,0,0,0,14061,,,1,
diagnosis6014,N06.2,Isolated proteinuria with diffuse membranous glomerulonephritis,Isolated proteinuria with diffuse membranous glomerulonephritis,,0,0,0,0,14062,,,1,
diagnosis6015,N06.3,Isolated proteinuria with diffuse mesangial proliferativeglomerulonephritis,Isolated proteinuria with diffuse mesangial proliferativeglomerulonephritis,,0,0,0,0,14063,,,1,
diagnosis6016,N06.4,Isolated proteinuria with diffuse endocapillary proliferativeglomerulonephritis,Isolated proteinuria with diffuse endocapillary proliferativeglomerulonephritis,,0,0,0,0,14064,,,1,
diagnosis6017,N06.5,Isolated proteinuria with diffuse mesangiocapillaryglomerulonephritis,Isolated proteinuria with diffuse mesangiocapillaryglomerulonephritis,,0,0,0,0,14065,,,1,
diagnosis6018,N06.6,Isolated proteinuria with dense deposit disease,Isolated proteinuria with dense deposit disease,,0,0,0,0,14066,,,1,
diagnosis6019,N06.7,Isolated proteinuria with diffuse crescentic glomerulonephritis,Isolated proteinuria with diffuse crescentic glomerulonephritis,,0,0,0,0,14067,,,1,
diagnosis6020,N06.8,"Isolated proteinuria with specified morphological lesion, other","Isolated proteinuria with specified morphological lesion, other",,0,0,0,0,14068,,,1,
diagnosis6021,N06.9,"Isolated proteinuria with specified morphological lesion,unspecified","Isolated proteinuria with specified morphological lesion,unspecified",,0,0,0,0,14069,,,1,
diagnosis6022,N07,"Hereditary nephropathy, not elsewhere classified","Hereditary nephropathy, not elsewhere classified",,0,0,0,0,1407,,,1,
diagnosis6023,N07.0,"Hereditary nephropathy, not elsewhere classified, minor glomerularabnormality","Hereditary nephropathy, not elsewhere classified, minor glomerularabnormality",,0,0,0,0,14070,,,1,
diagnosis6024,N07.1,"Hereditary nephropathy, not elsewhere classified, focal andsegmental glomerular lesions","Hereditary nephropathy, not elsewhere classified, focal andsegmental glomerular lesions",,0,0,0,0,14071,,,1,
diagnosis6025,N07.2,"Hereditary nephropathy, not elsewhere classified, diffuse membranousglomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffuse membranousglomerulonephritis",,0,0,0,0,14072,,,1,
diagnosis6026,N07.3,"Hereditary nephropathy, not elsewhere classified, diffuse mesangialproliferative glomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffuse mesangialproliferative glomerulonephritis",,0,0,0,0,14073,,,1,
diagnosis6027,N07.4,"Hereditary nephropathy, not elsewhere classified, diffuseendocapillary proliferative glomerulonephri","Hereditary nephropathy, not elsewhere classified, diffuseendocapillary proliferative glomerulonephri",,0,0,0,0,14074,,,1,
diagnosis6028,N07.5,"Hereditary nephropathy, not elsewhere classified, diffusemesangiocapillary glomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffusemesangiocapillary glomerulonephritis",,0,0,0,0,14075,,,1,
diagnosis6029,N07.6,"Hereditary nephropathy, not elsewhere classified, dense depositdisease","Hereditary nephropathy, not elsewhere classified, dense depositdisease",,0,0,0,0,14076,,,1,
diagnosis6030,N07.7,"Hereditary nephropathy, not elsewhere classified, diffuse crescenticglomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffuse crescenticglomerulonephritis",,0,0,0,0,14077,,,1,
diagnosis6031,N07.8,"Hereditary nephropathy, not elsewhere classified, other","Hereditary nephropathy, not elsewhere classified, other",,0,0,0,0,14078,,,1,
diagnosis6032,N07.9,"Hereditary nephropathy, not elsewhere classified, unspecified","Hereditary nephropathy, not elsewhere classified, unspecified",,0,0,0,0,14079,,,1,
diagnosis6033,N08,Glomerular disorders in diseases classified elsewhere,Glomerular disorders in diseases classified elsewhere,,0,0,0,0,1408,,,1,
diagnosis6034,N08.0,Glomerular disorders in infectious and parasitic diseases classifiedelsewhere,Glomerular disorders in infectious and parasitic diseases classifiedelsewhere,,0,0,0,0,14080*,,,1,
diagnosis6035,N08.1,Glomerular disorders in neoplastic diseases,Glomerular disorders in neoplastic diseases,,0,0,0,0,14081*,,,1,
diagnosis6036,N08.2,Glomerular disorders in blood diseases and disorders involving theimmune mechanism,Glomerular disorders in blood diseases and disorders involving theimmune mechanism,,0,0,0,0,14082*,,,1,
diagnosis6037,N08.3,Glomerular disorders in diabetes mellitus (E10-E14+ with commonfourth character .2),Glomerular disorders in diabetes mellitus (E10-E14+ with commonfourth character .2),,0,0,0,0,14083*,,,1,
diagnosis6038,N08.4,"Glomerular disorders in other endocrine, nutritional and metabolicdiseases","Glomerular disorders in other endocrine, nutritional and metabolicdiseases",,0,0,0,0,14084*,,,1,
diagnosis6039,N08.5,Glomerular disorders in systemic connective tissue disorders,Glomerular disorders in systemic connective tissue disorders,,0,0,0,0,14085*,,,1,
diagnosis6040,N08.8,Glomerular disorders in other diseases classified elsewhere,Glomerular disorders in other diseases classified elsewhere,,0,0,0,0,14088*,,,1,
diagnosis6041,N10,Acute tubulo-interstitial nephritis,Acute tubulo-interstitial nephritis,,0,0,0,0,1410,,,1,
diagnosis6042,N11,Chronic tubulo-interstitial nephritis,Chronic tubulo-interstitial nephritis,,0,0,0,0,1411,,,1,
diagnosis6043,N11.0,Nonobstructive reflux-associated chronic pyelonephritis,Nonobstructive reflux-associated chronic pyelonephritis,,0,0,0,0,14110,,,1,
diagnosis6044,N11.1,Chronic obstructive pyelonephritis,Chronic obstructive pyelonephritis,,0,0,0,0,14111,,,1,
diagnosis6045,N11.8,Other chronic tubulo-interstitial nephritis,Other chronic tubulo-interstitial nephritis,,0,0,0,0,14118,,,1,
diagnosis6046,N11.9,"Chronic tubulo-interstitial nephritis, unspecified","Chronic tubulo-interstitial nephritis, unspecified",,0,0,0,0,14119,,,1,
diagnosis6047,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic","Tubulo-interstitial nephritis, not specified as acute or chronic",,0,0,0,0,1412,,,1,
diagnosis6048,N13,OBSTRUCTIVE AND REFLUX UROPATHY,OBSTRUCTIVE AND REFLUX UROPATHY,,0,0,,,1413,,,1,
diagnosis6049,N13.0,Hydronephrosis with ureteropelvic junction obstruction,Hydronephrosis with ureteropelvic junction obstruction,,0,0,0,0,14130,,,1,
diagnosis6050,N13.1,"Hydronephrosis with ureteral stricture, not elsewhere classified","Hydronephrosis with ureteral stricture, not elsewhere classified",,0,0,0,0,14131,,,1,
diagnosis6051,N13.2,Hydronephrosis with renal and ureteral calculous obstruction,Hydronephrosis with renal and ureteral calculous obstruction,,0,0,0,0,14132,,,1,
diagnosis6052,N13.3,Other and unspecified hydronephrosis,Other and unspecified hydronephrosis,,0,0,0,0,14133,,,1,
diagnosis6053,N13.4,Hydroureter,Hydroureter,,0,0,0,0,14134,,,1,
diagnosis6054,N13.5,Kinking and stricture of ureter without hydronephrosis,Kinking and stricture of ureter without hydronephrosis,,0,0,0,0,14135,,,1,
diagnosis6055,N13.6,Pyonephrosis,Pyonephrosis,,0,0,0,0,14136,,,1,
diagnosis6056,N13.7,Vesicoureteral-reflux-associated uropathy,Vesicoureteral-reflux-associated uropathy,,0,0,0,0,14137,,,1,
diagnosis6057,N13.8,Other obstructive and reflux uropathy,Other obstructive and reflux uropathy,,0,0,0,0,14138,,,1,
diagnosis6058,N13.9,"Obstructive and reflux uropathy, unspecified","Obstructive and reflux uropathy, unspecified",,0,0,0,0,14139,,,1,
diagnosis6059,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubularconditions,Drug- and heavy-metal-induced tubulo-interstitial and tubularconditions,,0,0,0,0,1414,,,1,
diagnosis6060,N14.0,Analgesic nephropathy,Analgesic nephropathy,,0,0,0,0,14140,,,1,
diagnosis6061,N14.1,"Nephropathy induced by other drugs, medicaments and biologicalsubstances","Nephropathy induced by other drugs, medicaments and biologicalsubstances",,0,0,0,0,14141,,,1,
diagnosis6062,N14.2,"Nephropathy induced by unspecified drug, medicament or biologicalsubstance","Nephropathy induced by unspecified drug, medicament or biologicalsubstance",,0,0,0,0,14142,,,1,
diagnosis6063,N14.3,Nephropathy induced by heavy metals,Nephropathy induced by heavy metals,,0,0,0,0,14143,,,1,
diagnosis6064,N14.4,"Toxic nephropathy, not elsewhere classified","Toxic nephropathy, not elsewhere classified",,0,0,0,0,14144,,,1,
diagnosis6065,N15,Other renal tubulo-interstitial diseases,Other renal tubulo-interstitial diseases,,0,0,0,0,1415,,,1,
diagnosis6066,N15.0,Balkan nephropathy,Balkan nephropathy,,0,0,0,0,14150,,,1,
diagnosis6067,N15.1,Renal and perinephric abscess,Renal and perinephric abscess,,0,0,0,0,14151,,,1,
diagnosis6068,N15.8,Other specified renal tubulo-interstitial diseases,Other specified renal tubulo-interstitial diseases,,0,0,0,0,14158,,,1,
diagnosis6069,N15.9,"Renal tubulo-interstitial disease, unspecified","Renal tubulo-interstitial disease, unspecified",,0,0,0,0,14159,,,1,
diagnosis6070,N16,Renal tubulo-interstitial disorders in diseases classified elsewhere,Renal tubulo-interstitial disorders in diseases classified elsewhere,,0,0,0,0,1416,,,1,
diagnosis6071,N16.0,Renal tubulo-interstitial disorders in infectious and parasiticdiseases classified elsewhere,Renal tubulo-interstitial disorders in infectious and parasiticdiseases classified elsewhere,,0,0,0,0,14160*,,,1,
diagnosis6072,N16.1,Renal tubulo-interstitial disorders in neoplastic diseases,Renal tubulo-interstitial disorders in neoplastic diseases,,0,0,0,0,14161*,,,1,
diagnosis6073,N16.2,Renal tubulo-interstitial disorders in blood diseases and disordersinvolving the immune mechanism,Renal tubulo-interstitial disorders in blood diseases and disordersinvolving the immune mechanism,,0,0,0,0,14162*,,,1,
diagnosis6074,N16.3,Renal tubulo-interstitial disorders in metabolic diseases,Renal tubulo-interstitial disorders in metabolic diseases,,0,0,0,0,14163*,,,1,
diagnosis6075,N16.4,Renal tubulo-interstitial disorders in systemic connective tissuedisorders,Renal tubulo-interstitial disorders in systemic connective tissuedisorders,,0,0,0,0,14164*,,,1,
diagnosis6076,N16.5,Renal tubulo-interstitial disorders in transplant rejection (T86.-+),Renal tubulo-interstitial disorders in transplant rejection (T86.-+),,0,0,0,0,14165*,,,1,
