id,name,product_tmpl_id,product_uom,bom_line_ids/product_id,product_qty,yield,type,routing_id,bom_line_ids/product_uom,bom_line_ids/product_qty,bom_line_ids/component_type
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CSH028,,,,,Pcs,24,kemas_sekunder
,,,,LBK010,,,,,Pcs,24,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_camicetine500mgstrip,Camicetine 500 mg Strip,Camicetine 500 mg Strip,Kpsul,ACB001,60000,,Normal,Kapsul,kg,30,raw_material
,,,,BCS003,,,,,kg,0.78,raw_material
,,,,BSL001,,,,,kg,0.06,raw_material
,,,,BSS002,,,,,kg,0.3,raw_material
,,,,BTA001,,,,,kg,0.9,raw_material
,,,,BMS001,,,,,kg,0.36,raw_material
,,,,BCN003,,,,,Pcs,60000,raw_material
,,,,CBA003,,,,,Roll,1,kemas_primer
,,,,CFA007,,,,,Roll,1,kemas_primer
,,,,CBR016,,,,,Pcs,600,kemas_sekunder
,,,,CIN020,,,,,Pcs,600,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CSH028,,,,,Pcs,12,kemas_sekunder
,,,,LBK010,,,,,Pcs,12,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
bom_camicyclin250mgstrip,Camicyclin 250 mg Strip,Camicyclin 250 mg Strip,Kpsul,ATH001,120000,,Normal,Kapsul,kg,30,raw_material
,,,,BCS003,,,,,kg,1.401,raw_material
,,,,BTA001,,,,,kg,1.845,raw_material
,,,,BMS001,,,,,kg,0.115,raw_material
,,,,BCN012,,,,,Pcs,120000,raw_material
,,,,CBA001,,,,,Roll,3,kemas_primer
,,,,CFA007,,,,,Roll,3,kemas_primer
,,,,CBR021,,,,,Pcs,1200,kemas_sekunder
,,,,CIN025,,,,,Pcs,1200,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CSH030,,,,,Pcs,24,kemas_sekunder
,,,,LBK010,,,,,Pcs,24,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_camicyclin500mgstrip,Camicyclin 500 mg Strip,Camicyclin 500 mg Strip,Kpsul,ATH001,60000,,Normal,Kapsul,kg,30,raw_material
,,,,BCS003,,,,,kg,0.3,raw_material
,,,,BTA001,,,,,kg,1.5,raw_material
,,,,BMS001,,,,,kg,0.3,raw_material
,,,,BCN002,,,,,Pcs,60000,raw_material
,,,,CBA003,,,,,Roll,1,kemas_primer
,,,,CFA011,,,,,Roll,1,kemas_primer
,,,,CBR022,,,,,Pcs,601,kemas_sekunder
,,,,CIN026,,,,,Pcs,601,kemas_sekunder
,,,,CSH028,,,,,Pcs,12,kemas_sekunder
,,,,LBK010,,,,,Pcs,13,kemas_sekunder
,,,,CCT001,,,,,Roll,0.4,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
bom_camitrosin250mgstrip,Camitrosin 250 mg Strip,Camitrosin 250 mg Strip,Kpsul,AES001,86480,,Normal,Kapsul,kg,30,raw_material
,,,,BCS003,,,,,kg,0.779,raw_material
,,,,BSL001,,,,,kg,1.038,raw_material
,,,,BSS002,,,,,kg,0.692,raw_material
,,,,BTA001,,,,,kg,1.038,raw_material
,,,,BMS001,,,,,kg,0.519,raw_material
,,,,BCN006,,,,,Pcs,86480,raw_material
,,,,CBA001,,,,,Roll,2,kemas_primer
,,,,CFA016,,,,,Roll,2,kemas_primer
,,,,CBR037,,,,,Pcs,864,kemas_sekunder
,,,,CIN041,,,,,Pcs,864,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CSH028,,,,,Pcs,18,kemas_sekunder
,,,,LBK010,,,,,Pcs,18,kemas_sekunder
,,,,CPB001,,,,,Roll,0.4,kemas_sekunder
bom_chlorampenicol250mgpot1000,Chlorampenicol 250 mg Pot 1000,Chlorampenicol 250 mg Pot 1000,Kpsul,ACB001,120000,,Normal,Kapsul,kg,30,raw_material
,,,,BCS003,,,,,kg,3.18,raw_material
,,,,BSL001,,,,,kg,0.18,raw_material
,,,,BSS002,,,,,kg,0.84,raw_material
,,,,BTA001,,,,,kg,2.28,raw_material
,,,,BMS001,,,,,kg,0.72,raw_material
,,,,BCN016,,,,,Pcs,120000,raw_material
,,,,LBK009,,,,,Pcs,480,kemas_primer
,,,,CSG001,,,,,kg,0.48,kemas_primer
,,,,LBK002,,,,,Pcs,120,kemas_primer
,,,,CBR049,,,,,Pcs,121,kemas_sekunder
,,,,CET052,,,,,Pcs,121,kemas_sekunder
,,,,CSH025,,,,,Pcs,5,kemas_sekunder
,,,,LBK010,,,,,Pcs,6,kemas_sekunder
,,,,CPB001,,,,,Roll,0.1,kemas_sekunder
bom_chlorampenicol250mgstrip12,Chlorampenicol 250 mg Strip 12,Chlorampenicol 250 mg Strip 12,Kpsul,ACB001,120000,,Normal,Kapsul,kg,30,raw_material
,,,,BCS003,,,,,kg,3.18,raw_material
,,,,BSL001,,,,,kg,0.18,raw_material
,,,,BSS002,,,,,kg,0.84,raw_material
,,,,BTA001,,,,,kg,2.28,raw_material
,,,,BMS001,,,,,kg,0.72,raw_material
,,,,BCN015,,,,,Pcs,120000,raw_material
,,,,CBA001,,,,,Roll,3,kemas_primer
,,,,CFA020,,,,,Roll,3,kemas_primer
,,,,CBR050,,,,,Pcs,1002,kemas_sekunder
,,,,CIN055,,,,,Pcs,1001,kemas_sekunder
,,,,CSH019,,,,,Pcs,10,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,LBK010,,,,,Pcs,21,kemas_sekunder
,,,,CPB001,,,,,Roll,0.4,kemas_sekunder
bom_erythromycin250mgstrip,Erythromycin 250 mg Strip,Erythromycin 250 mg Strip,Kpsul,AES001,86480,,Normal,Kapsul,kg,30,raw_material
,,,,BCS003,,,,,kg,0.779,raw_material
,,,,BSL001,,,,,kg,1.038,raw_material
,,,,BSS002,,,,,kg,0.692,raw_material
,,,,BTA001,,,,,kg,1.038,raw_material
,,,,BMS001,,,,,kg,0.519,raw_material
,,,,BCN006,,,,,Pcs,86480,raw_material
,,,,CBA001,,,,,Roll,2,kemas_primer
,,,,CFA021,,,,,Roll,2,kemas_primer
,,,,CBR062,,,,,Pcs,865,kemas_sekunder
,,,,CIN064,,,,,Pcs,865,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CSH028,,,,,Pcs,18,kemas_sekunder
,,,,LBK010,,,,,Pcs,19,kemas_sekunder
,,,,CPB001,,,,,Roll,0.4,kemas_sekunder
bom_heparsanpot30,Heparsan Pot 30,Heparsan Pot 30,Kpsul,ACD001,60000,,Normal,Kapsul,kg,3,raw_material
,,,,ACX001,,,,,kg,3,raw_material
,,,,AAA003,,,,,kg,0.6,raw_material
,,,,ALP002,,,,,kg,18,raw_material
,,,,BSS002,,,,,kg,0.33,raw_material
,,,,BLA001,,,,,kg,3.99,raw_material
,,,,BMS001,,,,,kg,0.15,raw_material
,,,,BTA001,,,,,kg,0.93,raw_material
,,,,BCN008,,,,,Pcs,60000,raw_material
,,,,LBK003,,,,,Pcs,2000,kemas_primer
,,,,CSG001,,,,,kg,2,kemas_primer
,,,,CSE001,,,,,Pcs,2000,kemas_primer
,,,,CET071,,,,,Pcs,2000,kemas_sekunder
,,,,CIN002,,,,,Pcs,2000,kemas_sekunder
,,,,LBK028,,,,,Pcs,34,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
bom_oximakpot30,Oximak Pot 30,Oximak Pot 30,Kpsul,ABC001,100000,100.44,Normal,Kapsul,kg,0.3,raw_material
,,,,AVE001,,,,,kg,6.7,raw_material
,,,,AAA003,,,,,kg,25,raw_material
,,,,LBB002,,,,,g,1,raw_material
,,,,AZS001,,,,,kg,2,raw_material
,,,,AYE001,,,,,kg,10,raw_material
,,,,ALP001,,,,,kg,15,raw_material
,,,,BTA001,,,,,kg,1.2,raw_material
,,,,BCN007,,,,,Pcs,100000,raw_material
,,,,CBO012,,,,,Pcs,3333,kemas_primer
,,,,CSG001,,,,,kg,3,kemas_primer
,,,,CSE001,,,,,Pcs,3333,kemas_primer
,,,,CET086,,,,,Pcs,3389,kemas_sekunder
,,,,CIN091,,,,,Pcs,3333,kemas_sekunder
,,,,CBR081,,,,,Pcs,3333,kemas_sekunder
,,,,CSH019,,,,,Pcs,28,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_phenytoin100mgpot100,Phenytoin 100 mg Pot 100,Phenytoin 100 mg Pot 100,Kpsul,APS001,120000,,Normal,Kapsul,kg,12,raw_material
,,,,BMC001,,,,,kg,8.4,raw_material
,,,,BSS002,,,,,kg,1.2,raw_material
,,,,BGP002,,,,,kg,3.6,raw_material
,,,,BMS001,,,,,kg,1.2,raw_material
,,,,BCN016,,,,,Pcs,120000,raw_material
,,,,LBK009,,,,,Pcs,1200,kemas_primer
,,,,CSG001,,,,,kg,1,kemas_primer
,,,,CBO011,,,,,Pcs,1200,kemas_primer
,,,,CTB008,,,,,Pcs,1200,kemas_primer
,,,,CET092,,,,,Pcs,1202,kemas_sekunder
,,,,CBR087,,,,,Pcs,1201,kemas_sekunder
,,,,CSH013,,,,,Pcs,12,kemas_sekunder
,,,,LBK015,,,,,Pcs,12,kemas_sekunder
,,,,LBK010,,,,,lbr,13,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_phenytoin100mgpot250,Phenytoin 100 mg Pot 250,Phenytoin 100 mg Pot 250,Kpsul,BMC001,120000,,Normal,Kapsul,kg,8.4,raw_material
,,,,BCN016,,,,,Pcs,120000,raw_material
,,,,BGP002,,,,,kg,3.6,raw_material
,,,,BMS001,,,,,kg,1.2,raw_material
,,,,APS001,,,,,kg,12,raw_material
,,,,BSS002,,,,,kg,1.2,raw_material
,,,,CBO020,,,,,Pcs,480,kemas_primer
,,,,CTB009,,,,,Pcs,480,kemas_primer
,,,,CSG001,,,,,kg,0.48,kemas_primer
,,,,CBR088,,,,,Pcs,480,kemas_sekunder
,,,,CET093,,,,,Pcs,480,kemas_sekunder
,,,,CSH019,,,,,Pcs,5,kemas_sekunder
bom_phenytoin30mgpot100,Phenytoin 30 mg Pot 100,Phenytoin 30 mg Pot 100,Kpsul,APS001,100000,,Normal,Kapsul,kg,3,raw_material
,,,,BMC001,,,,,kg,10,raw_material
,,,,BSS002,,,,,kg,3.5,raw_material
,,,,BMS001,,,,,kg,0.8,raw_material
,,,,BSL001,,,,,kg,4.7,raw_material
,,,,BCN021,,,,,Pcs,100000,raw_material
,,,,LBK009,,,,,Pcs,1000,kemas_primer
,,,,CSG001,,,,,kg,1,kemas_primer
,,,,CBO011,,,,,Pcs,1000,kemas_primer
,,,,CTB008,,,,,Pcs,1000,kemas_primer
,,,,CET094,,,,,Pcs,1002,kemas_sekunder
,,,,CBR087,,,,,Pcs,1001,kemas_sekunder
,,,,CSH013,,,,,Pcs,10,kemas_sekunder
,,,,LBK015,,,,,Pcs,10,kemas_sekunder
,,,,LBK010,,,,,lbr,11,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_phenytoin30mgpot250,Phenytoin 30 mg Pot 250,Phenytoin 30 mg Pot 250,Kpsul,BMC001,100000,,Normal,Kapsul,kg,10,raw_material
,,,,BMS001,,,,,kg,0.8,raw_material
,,,,APS001,,,,,kg,3,raw_material
,,,,BSL001,,,,,kg,4.7,raw_material
,,,,BSS002,,,,,kg,3.5,raw_material
,,,,BCN021,,,,,Pcs,100000,raw_material
,,,,CBO020,,,,,Pcs,400,kemas_primer
,,,,CTB009,,,,,Pcs,400,kemas_primer
,,,,CSG001,,,,,kg,0.4,kemas_primer
,,,,CBR088,,,,,Pcs,480,kemas_sekunder
,,,,CET095,,,,,Pcs,480,kemas_sekunder
,,,,CSH019,,,,,Pcs,5,kemas_sekunder
bom_tetracycline250mgpot1000,Tetracycline 250 mg Pot 1000,Tetracycline 250 mg Pot 1000,Kpsul,ATH001,120000,,Normal,Kapsul,kg,30,raw_material
,,,,BCS003,,,,,kg,1.401,raw_material
,,,,BTA001,,,,,kg,1.845,raw_material
,,,,BMS001,,,,,kg,0.115,raw_material
,,,,BCN017,,,,,Pcs,120000,raw_material
,,,,LBK009,,,,,Pcs,120,kemas_primer
,,,,CSG001,,,,,kg,0.12,kemas_primer
,,,,LBK002,,,,,Pcs,120,kemas_primer
,,,,CBR097,,,,,Pcs,121,kemas_sekunder
,,,,CET107,,,,,Pcs,121,kemas_sekunder
,,,,CSH025,,,,,Pcs,5,kemas_sekunder
,,,,LBK010,,,,,Pcs,6,kemas_sekunder
,,,,CPB001,,,,,Roll,0.1,kemas_sekunder
bom_zentropil30mgpot250,Zentropil 30 mg Pot 250,Zentropil 30 mg Pot 250,Kpsul,APS001,100000,,Normal,Kapsul,kg,3,raw_material
,,,,BMC001,,,,,kg,10,raw_material
,,,,BSS002,,,,,kg,3.5,raw_material
,,,,BMS001,,,,,kg,0.8,raw_material
,,,,BSL001,,,,,kg,4.7,raw_material
,,,,BCN021,,,,,Pcs,100000,raw_material
,,,,LBK009,,,,,Pcs,400,kemas_primer
,,,,CSG001,,,,,kg,0.12,kemas_primer
,,,,CBO022,,,,,Pcs,400,kemas_primer
,,,,CET115,,,,,Pcs,400,kemas_sekunder
,,,,CBR106,,,,,Pcs,400,kemas_sekunder
,,,,CSH019,,,,,Pcs,4,kemas_sekunder
,,,,LBK010,,,,,Pcs,8,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_aminophylline10ml@30,Aminophylline  10 ml @ 30,Aminophylline  10 ml @ 30,Ampul,AAA001,9523,96.04,Normal,Injeksi,kg,2.424,raw_material
,,,,BSC001,,,,,kg,0.47,raw_material
,,,,AET001,,,,,Liter(s),0.17,raw_material
,,,,BWF001,,,,,Liter(s),0.2,raw_material
,,,,CAM005,,,,,Pcs,9600,kemas_primer
,,,,CET006,,,,,Pcs,9842,kemas_sekunder
,,,,CIN005,,,,,Pcs,319,kemas_sekunder
,,,,CIN005,,,,,Pcs,319,kemas_sekunder
,,,,CRA003,,,,,Set,318,kemas_sekunder
,,,,CBR001,,,,,Pcs,319,kemas_sekunder
,,,,LBK020,,,,,Pcs,318,kemas_sekunder
,,,,CSH016,,,,,Pcs,7,kemas_sekunder
,,,,LBK010,,,,,Pcs,21,kemas_sekunder
,,,,CCT001,,,,,Roll,0.2,kemas_sekunder
,,,,CPB001,,,,,Roll,0.4,kemas_sekunder
bom_antalgin250mg10ml,Antalgin 250 mg 10 ml,Antalgin 250 mg 10 ml,Vial,AMS002,9500,,Normal,Injeksi,kg,26.5,raw_material
,,,,BSF001,,,,,kg,0.4,raw_material
,,,,BPH001,,,,,kg,0.5,raw_material
,,,,BHA001,,,,,ml,450,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,9500,kemas_primer
,,,,CRS001,,,,,Pcs,9500,kemas_primer
,,,,CDO001,,,,,Pcs,9500,kemas_primer
,,,,CET010,,,,,Pcs,10475,kemas_sekunder
,,,,CIN010,,,,,Pcs,952,kemas_sekunder
,,,,CRA008,,,,,Set,952,kemas_sekunder
,,,,CBR006,,,,,Pcs,952,kemas_sekunder
,,,,CSH005,,,,,Pcs,32,kemas_sekunder
,,,,LBK010,,,,,Pcs,95,kemas_sekunder
,,,,CPB001,,,,,Roll,0.5,kemas_sekunder
,,,,CCT001,,,,,Roll,0.4,kemas_sekunder
bom_antalgin250mg/ml2ml@30,Antalgin 250 mg/ml 2 ml @ 30,Antalgin 250 mg/ml 2 ml @ 30,Vial,AMS002,47,,Normal,Injeksi,kg,26.5,raw_material
,,,,BSF001,,,,,kg,0.4,raw_material
,,,,BBA001,,,,,Liter(s),0.25,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CAM007,,,,,Pcs,47385,kemas_primer
,,,,CET011,,,,,Pcs,1551,kemas_sekunder
,,,,CIN011,,,,,Pcs,1551,kemas_sekunder
,,,,CRA002,,,,,Set,1550,kemas_sekunder
,,,,CBR006,,,,,Pcs,1551,kemas_sekunder
,,,,CSH018,,,,,Pcs,20,kemas_sekunder
,,,,LBK010,,,,,Pcs,40,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_calciichlorid10mlampul,Calcii chlorid  10 ml Ampul,Calcii chlorid  10 ml Ampul,Ampul,ACC001,4761,,Normal,Injeksi,kg,5,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM005,,,,,Pcs,4800,kemas_primer
,,,,CET017,,,,,Pcs,4858,kemas_sekunder
,,,,CIN013,,,,,Pcs,97,kemas_sekunder
,,,,CRA004,,,,,Set,96,kemas_sekunder
,,,,LBK018,,,,,Pcs,96,kemas_sekunder
,,,,CBR009,,,,,Pcs,97,kemas_sekunder
,,,,CSH032,,,,,Pcs,3,kemas_sekunder
,,,,LBK010,,,,,Pcs,7,kemas_sekunder
,,,,CCT001,,,,,Roll,0.1,kemas_sekunder
,,,,CPB001,,,,,Roll,0.1,kemas_sekunder
bom_camidexon5mg/ml1mlampul,Camidexon 5 mg/ml 1 ml Ampul,Camidexon 5 mg/ml 1 ml Ampul,Ampul,ADS001,45454,,Normal,Injeksi,kg,0.26,raw_material
,,,,BSD003,,,,,kg,0.05,raw_material
,,,,BSC001,,,,,kg,0.62,raw_material
,,,,BSD001,,,,,kg,0.05,raw_material
,,,,BDH001,,,,,kg,0.535,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM004,,,,,Pcs,45500,kemas_primer
,,,,CET074,,,,,Pcs,456,kemas_sekunder
,,,,CIN028,,,,,Pcs,456,kemas_sekunder
,,,,CRA001,,,,,Set,455,kemas_sekunder
,,,,CBR024,,,,,Pcs,456,kemas_sekunder
,,,,LBK018,,,,,Pcs,910,kemas_sekunder
,,,,LBK007,,,,,Pcs,38,kemas_sekunder
,,,,LBK010,,,,,Pcs,39,kemas_sekunder
,,,,CCT001,,,,,Roll,0.2,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_camidon15ml,Camidon 15 ml,Camidon 15 ml,Vial,AMS002,6451,,Normal,Injeksi,kg,25.25,raw_material
,,,,AAM001,,,,,kg,5,raw_material
,,,,ALH001,,,,,kg,1.5,raw_material
,,,,BSF001,,,,,kg,0.4,raw_material
,,,,BBA001,,,,,Liter(s),0.5,raw_material
,,,,BHA001,,,,,ml,900,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,6500,kemas_primer
,,,,CRS001,,,,,Pcs,6500,kemas_primer
,,,,CFO001,,,,,Pcs,6500,kemas_primer
,,,,CET034,,,,,Pcs,7096,kemas_sekunder
,,,,CIN030,,,,,Pcs,645,kemas_sekunder
,,,,CRA008,,,,,Set,645,kemas_sekunder
,,,,CBR025,,,,,Pcs,645,kemas_sekunder
,,,,CSH005,,,,,Pcs,22,kemas_sekunder
,,,,LBK010,,,,,Pcs,65,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
,,,,CCT001,,,,,Roll,0.3,kemas_sekunder
bom_camidon10ml,Camidon 10 ml,Camidon 10 ml,Vial,AMS002,9523,,Normal,Injeksi,kg,25.25,raw_material
,,,,AAM001,,,,,kg,5,raw_material
,,,,ALH001,,,,,kg,1.5,raw_material
,,,,BSF001,,,,,kg,0.4,raw_material
,,,,BBA001,,,,,Liter(s),0.5,raw_material
,,,,BHA001,,,,,ml,900,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,10000,kemas_primer
,,,,CRS001,,,,,Pcs,10000,kemas_primer
,,,,CFO003,,,,,Pcs,10000,kemas_primer
,,,,CET033,,,,,Pcs,9524,kemas_sekunder
,,,,CIN029,,,,,Pcs,954,kemas_sekunder
,,,,CRA008,,,,,Set,953,kemas_sekunder
,,,,CBR025,,,,,Pcs,954,kemas_sekunder
,,,,CSH005,,,,,Pcs,32,kemas_sekunder
,,,,LBK010,,,,,Pcs,97,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
bom_camidryl10mg/ml15ml,Camidryl 10 mg/ml 15 ml,Camidryl 10 mg/ml 15 ml,Vial,ADH002,6541,,Normal,Injeksi,kg,1,raw_material
,,,,BPH001,,,,,kg,0.5,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,6500,kemas_primer
,,,,CRS001,,,,,Pcs,6500,kemas_primer
,,,,CFO001,,,,,Pcs,10000,kemas_primer
,,,,CET037,,,,,Pcs,7097,kemas_sekunder
,,,,CIN033,,,,,Pcs,646,kemas_sekunder
,,,,CRA008,,,,,Set,646,kemas_sekunder
,,,,CBR027,,,,,Pcs,954,kemas_sekunder
,,,,CSH005,,,,,Pcs,22,kemas_sekunder
,,,,LBK010,,,,,Pcs,65,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_camidryl10mg/ml10ml,Camidryl 10 mg/ml 10 ml,Camidryl 10 mg/ml 10 ml,Vial,ADH002,9523,,Normal,Injeksi,kg,1,raw_material
,,,,BBC001,,,,,g,10,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,10000,kemas_primer
,,,,CRS001,,,,,Pcs,10000,kemas_primer
,,,,CFO001,,,,,Pcs,10000,kemas_primer
,,,,CET036,,,,,Pcs,9524,kemas_sekunder
,,,,CIN032,,,,,Pcs,954,kemas_sekunder
,,,,CRA008,,,,,Set,953,kemas_sekunder
,,,,CBR027,,,,,Pcs,954,kemas_sekunder
,,,,CSH005,,,,,Pcs,32,kemas_sekunder
,,,,LBK010,,,,,Pcs,97,kemas_sekunder
,,,,CCT001,,,,,Roll,0.3,kemas_sekunder
,,,,CPB001,,,,,Roll,1.4,kemas_sekunder
bom_camigesik50mg/ml2ml,Camigesik 50 mg/ml 2 ml,Camigesik 50 mg/ml 2 ml,Ampul,ATH004,46511,,Normal,Injeksi,kg,5,raw_material
,,,,BSA001,,,,,kg,0.25,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CAM007,,,,,Pcs,47385,kemas_primer
,,,,CIN034,,,,,Pcs,4653,kemas_sekunder
,,,,CRO004,,,,,Set,9303,kemas_sekunder
,,,,CBR028,,,,,Pcs,4653,kemas_sekunder
,,,,LBK017,,,,,Pcs,2326,kemas_sekunder
,,,,CSH011,,,,,Pcs,47,kemas_sekunder
,,,,LBK010,,,,,Pcs,95,kemas_sekunder
,,,,CCT001,,,,,Roll,3,kemas_sekunder
,,,,CPB001,,,,,Roll,2,kemas_sekunder
bom_chlorpromazine5mg/ml2ml,Chlorpromazine 5 mg/ml 2 ml,Chlorpromazine 5 mg/ml 2 ml,Ampul,ACH001,23809,,Normal,Injeksi,kg,1.275,raw_material
,,,,BSC001,,,,,kg,0.325,raw_material
,,,,LBB001,,,,,g,50,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM007,,,,,Pcs,24000,kemas_primer
,,,,CET056,,,,,Pcs,805,kemas_sekunder
,,,,CIN057,,,,,Pcs,785,kemas_sekunder
,,,,CRA002,,,,,Set,785,kemas_sekunder
,,,,CBR052,,,,,Pcs,785,kemas_sekunder
,,,,LBK029,,,,,Pcs,20,kemas_sekunder
,,,,LBK010,,,,,Pcs,20,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_chlorpromazine25mg/ml1ml,Chlorpromazine 25 mg/ml 1 ml,Chlorpromazine 25 mg/ml 1 ml,Ampul,ACH001,45450,,Normal,Injeksi,kg,1.275,raw_material
,,,,BSC001,,,,,kg,0.325,raw_material
,,,,LBB001,,,,,g,50,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM002,,,,,Pcs,50000,kemas_primer
,,,,CET055,,,,,Pcs,1553,kemas_sekunder
,,,,CIN056,,,,,Pcs,1515,kemas_sekunder
,,,,CRA002,,,,,Set,1515,kemas_sekunder
,,,,CBR052,,,,,Pcs,1515,kemas_sekunder
,,,,LBK030,,,,,Pcs,38,kemas_sekunder
,,,,LBK010,,,,,Pcs,38,kemas_sekunder
,,,,CCT001,,,,,Roll,0.4,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_cholimed125mg/ml2ml,Cholimed 125 mg/ml 2 ml,Cholimed 125 mg/ml 2 ml,Ampul,ACS001,23529,,Normal,Injeksi,kg,6.56,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM007,,,,,Pcs,24000,kemas_primer
,,,,CET057,,,,,Pcs,23257,kemas_sekunder
,,,,CRO004,,,,,Set,4652,kemas_sekunder
,,,,CBR053,,,,,Pcs,2327,kemas_sekunder
,,,,CIN058,,,,,Pcs,2327,kemas_sekunder
,,,,CSH011,,,,,Pcs,24,kemas_sekunder
,,,,LBK010,,,,,Pcs,48,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_dexamethasone5mg/ml1ml,Dexamethasone 5 mg/ml 1 ml,Dexamethasone 5 mg/ml 1 ml,Ampul,ADS001,45454,,Normal,Injeksi,kg,0.26,raw_material
,,,,BSD003,,,,,kg,0.05,raw_material
,,,,BSC001,,,,,kg,0.62,raw_material
,,,,BSD001,,,,,kg,0.05,raw_material
,,,,BDH001,,,,,kg,0.535,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM004,,,,,Pcs,45500,kemas_primer
,,,,CIN061,,,,,Pcs,456,kemas_sekunder
,,,,CRA001,,,,,Set,455,kemas_sekunder
,,,,CBR058,,,,,Pcs,456,kemas_sekunder
,,,,LBK018,,,,,Pcs,910,kemas_sekunder
,,,,CSH009,,,,,Pcs,19,kemas_sekunder
,,,,LBK010,,,,,Pcs,39,kemas_sekunder
,,,,CCT001,,,,,Roll,0.2,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_diphenhydramine10mg/ml1ml,Diphenhydramine 10 mg/ml 1 ml,Diphenhydramine 10 mg/ml 1 ml,Ampul,ADH002,45454,,Normal,Injeksi,kg,0.5,raw_material
,,,,BBA001,,,,,Liter(s),0.125,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM004,,,,,Pcs,45500,kemas_primer
,,,,CIN062,,,,,Pcs,1516,kemas_sekunder
,,,,CRA002,,,,,Set,1515,kemas_sekunder
,,,,CBR060,,,,,lbr,1516,kemas_sekunder
,,,,CSH019,,,,,Pcs,13,kemas_sekunder
,,,,LBK010,,,,,Pcs,39,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_dobutamine25mg/ml10ml,Dobutamine 25 mg/ml 10 ml,Dobutamine 25 mg/ml 10 ml,Vial,ADH003,9523,,Normal,Injeksi,kg,2.83,raw_material
,,,,BSD003,,,,,kg,0.1,raw_material
,,,,BDE001,,,,,g,10,raw_material
,,,,BHA001,,,,,ml,20,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,10000,kemas_primer
,,,,CRS002,,,,,Pcs,10000,kemas_primer
,,,,CDO001,,,,,Pcs,10000,kemas_primer
,,,,CET062,,,,,Pcs,9523,kemas_sekunder
,,,,CIN063,,,,,Pcs,9523,kemas_sekunder
,,,,CBR061,,,,,Pcs,9523,kemas_sekunder
